,English,English_cleaned,Spanish,French,German
355,this annoys me,this annoys me,esto me molesta,cela m'énerve,das ärgert mich
356,this dog bites,this dog bites,este perro muerde,ce chien mord,dieser Hund beißt
357,this is a book,this is a book,este es un libro,Ceci est un livre,das ist ein Buch
358,this is a desk,this is a desk,Esto es un escritorio,c'est un bureau,Das ist ein Schreibtisch
359,this is a fact,this is a fact,Esto es un hecho,c'est un fait,Das ist ein Fakt
360,this is a fake,this is a fake,esto es falso,c'est un faux,das ist eine Fälschung
361,this is a fork,this is a fork,esto es un tenedor,c'est une fourchette,das ist eine Gabel
362,this is a gift,this is a gift,Este es un regalo,c'est un cadeau,Dies ist ein Geschenk
363,this is a joke,this is a joke,esto es una broma,c'est une blague,das ist ein Witz
364,this is a lion,this is a lion,esto es un leon,c'est un lion,das ist ein Löwe
365,this is a scam,this is a scam,esto es una estafa,c'est une arnaque,dies ist ein Betrug
366,this is a sign,this is a sign,esto es una señal,c'est un signe,das ist ein Zeichen
367,this is absurd,this is absurd,esto es absurdo,Ceci est absurde,das ist absurd
368,this is boring,this is boring,esto es aburrido,c'est ennuyeux,das ist langweilig
369,this is creepy,this is creepy,esto es espeluznante,c'est effrayant,das ist gruselig
370,this is doable,this is doable,esto es factible,c'est faisable,das ist machbar
371,this is insane,this is insane,Esto es una locura,c'est insensé,das ist verrückt
372,this is my car,this is my car,este es mi carro,c'est ma voiture,Dies ist mein Auto
373,this is my cat,this is my cat,este es mi gato,c'est mon chat,Dies ist meine Katze
374,this is my dog,this is my dog,este es mi perro,c'est mon chien,das ist mein Hund
375,this is normal,this is normal,esto es normal,c'est normal,das ist normal
376,this is pretty,this is pretty,esto es bonito,c'est joli,Das ist schön
377,this is simple,this is simple,esto es simple,c'est simple,das ist einfach
378,this is theirs,this is theirs,esto es de ellos,c'est le leur,das ist ihrs
379,this is tricky,this is tricky,esto es complicado,c'est délicat,das ist schwierig
380,this is unsafe,this is unsafe,esto es inseguro,c'est dangereux,das ist unsicher
381,this is urgent,this is urgent,esto es urgente,c'est urgent,Das ist dringend
382,this was a lie,this was a lie,esto era una mentira,c'était un mensonge,das war eine Lüge
383,those are good,those are good,esos son buenos,ceux-là sont bons,die sind gut
384,those are mine,those are mine,esos son míos,ceux sont les miens,das sind meine
385,those are nice,those are nice,esos son buenos,ceux-ci sont gentils,die sind nett
386,throw it there,throw it there,tíralo ahí,jetez-le là,wirf es dorthin
387,throw the ball,throw the ball,lanzar la bola,lancer la balle,Wirf den Ball
388,throw the dice,throw the dice,tira los dados,lancer les dés,wirf den Würfel
389,tie your shoes,tie your shoes,ATA tus zapatos,attache tes chaussures,binde deine Schuhe
390,time will tell,time will tell,el tiempo dirá,le temps nous le dira,wir werden sehen
391,today's hectic,today s hectic,hoy es agitado,c'est mouvementé aujourd'hui,heute hektisch
392,tom apologized,tom apologized,Tom se disculpó,tom s'est excusé,Tom entschuldigte sich
393,tom can't help,tom cannot help,tom no puede ayudar,Tom ne peut pas aider,Tom kann nicht helfen
394,tom can't swim,tom cannot swim,tom no sabe nadar,Tom ne sait pas nager,Tom kann nicht schwimmen
395,tom did it all,tom did it all,tom lo hizo todo,tom a tout fait,Tom hat alles gemacht
396,tom died at 65,tom died at 65,tom murio a los 65,Tom est mort à 65 ans,tom starb mit 65
397,tom drank milk,tom drank milk,Tom bebió leche,Tom a bu du lait,Tom trank Milch
398,tom draws well,tom draws well,tom dibuja bien,Tom dessine bien,Tom zeichnet gut
399,tom felt great,tom felt great,tom se sintió genial,Tom se sentait bien,Tom fühlte sich großartig
400,tom fired mary,tom fired mary,Tom despidió a María,tom a viré marie,Tom hat Mary gefeuert
401,tom got dumped,tom got dumped,Tom fue dejado,Tom s'est fait larguer,Tom wurde abgeladen
402,tom had to run,tom had to run,tom tuvo que correr,Tom a dû courir,Tom musste laufen
403,tom has a ford,tom has a ford,tom tiene un vado,tom a un gué,Tom hat eine Furt
404,tom has talent,tom has talent,tom tiene talento,Tom a du talent,Tom hat Talent
405,tom hated that,tom hated that,tom odiaba eso,Tom détestait ça,Tom hasste das
406,tom hates mary,tom hates mary,tom odia a maría,tom déteste marie,Tom hasst Maria
407,tom hates dogs,tom hates dogs,tom odia los perros,Tom déteste les chiens,Tom hasst Hunde
408,tom is a crook,tom is a crook,Tom es un ladrón,Tom est un escroc,Tom ist ein Gauner
409,tom is a felon,tom is a felon,tom es un delincuente,Tom est un criminel,Tom ist ein Schwerverbrecher
410,tom is a guest,tom is a guest,tom es un invitado,tom est un invité,Tom ist zu Gast
411,tom is a judge,tom is a judge,tom es un juez,Tom est juge,Tom ist Richter
412,tom is a mason,tom is a mason,tom es un albañil,Tom est maçon,Tom ist Maurer
413,tom is a moron,tom is a moron,tom es un idiota,Tom est un crétin,Tom ist ein Idiot
414,tom is a pilot,tom is a pilot,tom es un piloto,tom est pilote,Tom ist Pilot
415,tom is at work,tom is at work,Tom está en el trabajo,tom est au travail,Tom ist bei der Arbeit
416,tom is awesome,tom is awesome,tom es impresionante,Tom est génial,tom ist toll
417,tom is driving,tom is driving,Tom está conduciendo,tom conduit,Tom fährt
418,tom is helpful,tom is helpful,Tom es útil,Tom est utile,Tom ist hilfreich
419,tom is kidding,tom is kidding,Tom está bromeando,tom plaisante,Tom macht Witze
420,tom is leaving,tom is leaving,tom se va,Tom s'en va,Tom geht
421,tom is married,tom is married,Tom está casado,Tom est marié,Tom ist verheiratet
422,tom is my boss,tom is my boss,tom es mi jefe,tom est mon patron,Tom ist mein Chef
423,tom is on duty,tom is on duty,Tom está de servicio,tom est de service,Tom ist im Dienst
424,tom is outside,tom is outside,Tom está afuera,tom est dehors,Tom ist draußen
425,tom is packing,tom is packing,Tom está empacando,Tom fait ses bagages,Tom packt
426,tom is playing,tom is playing,tom esta jugando,tom joue,Tom spielt
427,tom is sincere,tom is sincere,tom es sincero,tom est sincère,Tom ist aufrichtig
428,tom is smashed,tom is smashed,Tom está destrozado,Tom est brisé,tom ist zerschlagen
429,tom is special,tom is special,tom es especial,Tom est spécial,Tom ist etwas Besonderes
430,tom is starved,tom is starved,Tom está muerto de hambre,Tom est affamé,Tom ist verhungert
431,tom is staying,tom is staying,tom se queda,tom reste,Tom bleibt
432,tom is talking,tom is talking,tom esta hablando,tom parle,Tom spricht
433,tom is thirsty,tom is thirsty,tom tiene sed,Tom a soif,Tom hat Durst
434,tom is working,tom is working,Tom está trabajando,tom travaille,Tom arbeitet
435,tom is wounded,tom is wounded,Tom está herido,tom est blessé,Tom ist verwundet
436,tom isn't dumb,tom is not dumb,tom no es tonto,tom n'est pas idiot,Tom ist nicht dumm
437,tom isn't here,tom is not here,tom no esta aqui,Tom n'est pas là,Tom ist nicht hier
438,tom isn't rich,tom is not rich,tom no es rico,Tom n'est pas riche,Tom ist nicht reich
439,tom isn't rude,tom is not rude,tom no es grosero,Tom n'est pas grossier,Tom ist nicht unhöflich
440,tom isn't safe,tom is not safe,tom no es seguro,tom n'est pas en sécurité,Tom ist nicht sicher
441,tom knows mary,tom knows mary,Tom conoce a María,tom connaît marie,Tom kennt Maria
442,tom knows that,tom knows that,tom sabe que,Tom sait que,Tom weiß das
443,tom liked that,tom liked that,a tom le gusto eso,tom a aimé ça,Tom gefällt das
444,tom likes rock,tom likes rock,a tom le gusta el rock,tom aime le rock,Tom mag Rock
445,tom likes snow,tom likes snow,a tom le gusta la nieve,tom aime la neige,Tom mag Schnee
446,tom likes them,tom likes them,a tom le gustan,Tom les aime,Tom mag sie
447,tom likes tofu,tom likes tofu,a tom le gusta el tofu,Tom aime le tofu,Tom mag Tofu
448,tom looks sick,tom looks sick,tom parece enfermo,Tom a l'air malade,Tom sieht krank aus
449,tom loves mary,tom loves mary,Tom ama a María,tom aime marie,Tom liebt Maria
450,tom loves dogs,tom loves dogs,tom ama a los perros,Tom aime les chiens,Tom liebt Hunde
451,tom loves maps,tom loves maps,tom ama los mapas,tom aime les cartes,Tom liebt Karten
452,tom made plans,tom made plans,tom hizo planes,Tom a fait des plans,Tom machte Pläne
453,tom may change,tom may change,tom puede cambiar,tom peut changer,Tom kann sich ändern
454,tom needs help,tom needs help,tom necesita ayuda,Tom a besoin d'aide,Tom braucht Hilfe
455,tom needs this,tom needs this,tom necesita esto,tom a besoin de ça,Tom braucht das
456,tom needs work,tom needs work,tom necesita trabajo,Tom a besoin de travail,Tom braucht Arbeit
457,tom passed out,tom passed out,tom se desmayó,Tom s'est évanoui,Tom wurde ohnmächtig
458,tom seems calm,tom seems calm,Tom parece tranquilo,Tom semble calme,Tom wirkt ruhig
459,tom seems lost,tom seems lost,tom parece perdido,tom semble perdu,Tom scheint verloren zu sein
460,tom seems nice,tom seems nice,Tom parece agradable,tom a l'air sympa,Tom scheint nett zu sein
461,tom set a trap,tom set a trap,Tom tendió una trampa,Tom a tendu un piège,Tom hat eine Falle gestellt
462,tom stopped it,tom stopped it,tom lo detuvo,Tom l'a arrêté,Tom hat es gestoppt
463,tom trusts him,tom trusts him,Tom confía en él,tom lui fait confiance,Tom vertraut ihm
464,tom trusts you,tom trusts you,tom confía en ti,tom te fait confiance,Tom vertraut dir
465,tom warned you,tom warned you,Tom te advirtió,Tom vous a prévenu,Tom hat dich gewarnt
466,tom was better,tom was better,tom era mejor,tom était mieux,Tom war besser
467,tom was dumped,tom was dumped,Tom fue abandonado,Tom a été largué,Tom wurde abgeladen
468,tom was lonely,tom was lonely,tom estaba solo,Tom était seul,Tom war einsam
469,tom was stoned,tom was stoned,tom estaba drogado,Tom a été lapidé,Tom wurde gesteinigt
470,tom was thirty,tom was thirty,tom tenía treinta,Tom avait trente ans,Tom war dreißig
471,tom will check,tom will check,tom comprobará,Tom va vérifier,Tom wird es überprüfen
472,tom won't know,tom will not know,tom no sabrá,Tom ne saura pas,Tom wird es nicht wissen
473,tom won't mind,tom will not mind,a tom no le importará,Tom ne s'en souciera pas,Tom wird nichts dagegen haben
474,tom's a doctor,tom s a doctor,tom es doctor,tom est médecin,Tom ist Arzt
475,tom's confused,tom s confused,Tom está confundido,Tom est confus,Tom ist verwirrt
476,tom's diabetic,tom s diabetic,tom es diabético,diabétique de tom,Toms Diabetiker
477,tom's dreaming,tom s dreaming,Tom está soñando,Tom rêve,Tom träumt
478,tom's drowning,tom s drowning,Tom se está ahogando,Tom se noie,Tom ertrinkt
479,tom's harmless,tom s harmless,tom es inofensivo,tom est inoffensif,Tom ist harmlos
480,tom's homeless,tom s homeless,tom sin hogar,sans abri de tom,Tom ist obdachlos
481,tom's innocent,tom s innocent,tom es inocente,Tom est innocent,Tom ist unschuldig
482,tom's not here,tom s not here,Tom no está aquí,Tom n'est pas là,Tom ist nicht hier
483,tom's sweating,tom s sweating,Tom está sudando,Tom transpire,Tom schwitzt
484,tom's upstairs,tom s upstairs,tom s arriba,Tom est à l'étage,Tom ist oben
485,"tom, don't die",tom  do not die,tom no te mueras,tom ne meurs pas,Tom stirbt nicht
486,try not to cry,try not to cry,intenta no llorar,essaye de ne pas pleurer,Versuche nicht zu weinen
487,try this sauce,try this sauce,prueba esta salsa,essayez cette sauce,Probieren Sie diese Soße
488,try to do that,try to do that,intenta hacer eso,essaie de faire ça,versuche das zu tun
489,try to find it,try to find it,trata de encontrarlo,essaie de le trouver,versuche es zu finden
490,try to stop me,try to stop me,trata de detenerme,essaie de m'arrêter,versuche mich aufzuhalten
491,turn on the tv,turn on the tv,enciende el televisor,Allumez le téléviseur,schalte den Fernseher ein
492,"walk tall, son",walk tall  son,camina alto hijo,marcher grand fils,Gehen Sie hoch Sohn
493,was that a yes,was that a yes,eso fue un si,était-ce un oui,war das ein ja
494,wash your face,wash your face,lavate la cara,lave ton visage,wasch dein Gesicht
495,wash your feet,wash your feet,lava tus pies,lave tes pieds,waschen Sie Ihre Füße
496,watch the door,watch the door,mira la puerta,regarder la porte,beobachte die Tür
497,watch the rear,watch the rear,mira la parte trasera,regarder l'arrière,achte auf die Rückseite
498,watch the road,watch the road,mira el camino,regarder la route,beobachte die Straße
499,watch yourself,watch yourself,mirate,observez-vous,Guck nach dir selbst
500,we all cheered,we all cheered,todos vitoreamos,nous avons tous applaudi,wir alle jubelten
501,we all do that,we all do that,todos hacemos eso,on fait tous ça,das machen wir alle
502,we all knew it,we all knew it,todos lo sabíamos,nous le savions tous,wir alle wussten es
503,we all know it,we all know it,todos lo sabemos,nous le savons tous,wir alle kennen es
504,we all laughed,we all laughed,todos nos reímos,nous avons tous ri,wir lachten alle
505,we almost left,we almost left,casi nos fuimos,nous sommes presque partis,wir sind fast gegangen
506,we are all set,we are all set,estamos todos listos,nous sommes tous prêts,Wir sind alle da
507,we are doctors,we are doctors,somos doctores,nous sommes des docteurs,wir sind Ärzte
508,we can do that,we can do that,Podemos hacerlo,nous pouvons faire ça,Wir können das schaffen
509,we can proceed,we can proceed,podemos proceder,on peut continuer,wir können fortfahren
510,we can't do it,we cannot do it,No podemos hacerlo,nous ne pouvons pas le faire,wir können das nicht machen
511,we could crash,we could crash,podríamos estrellarnos,on pourrait s'écraser,wir könnten abstürzen
512,we didn't kiss,we did not kiss,no nos besamos,nous ne nous sommes pas embrassés,wir haben uns nicht geküsst
513,we drank a lot,we drank a lot,bebimos mucho,nous avons beaucoup bu,wir haben viel getrunken
514,we had a blast,we had a blast,nos lo pasamos de maravilla,nous nous sommes éclatés,wir hatten Spaß
515,we had a fight,we had a fight,Tuvimos una pelea,Nous nous sommes battus,wir hatten einen Streit
516,we had to stop,we had to stop,tuvimos que parar,nous avons dû nous arrêter,wir mussten aufhören
517,we have a deal,we have a deal,tenemos un trato,nous avons un accord,Wir haben einen Deal
518,we have a plan,we have a plan,tenemos un plan,nous avons un plan,Wir haben einen Plan
519,we have a pool,we have a pool,tenemos una piscina,nous avons une piscine,Wir haben einen Pool
520,we have enough,we have enough,tenemos suficiente,nous avons assez,wir haben genug
521,we have guests,we have guests,Tenemos invitados,nous avons des invités,Wir haben Gäste
522,we have it all,we have it all,lo tenemos todo,nous avons tout,wir haben alles
523,we have to eat,we have to eat,tenemos que comer,nous devons manger,wir müssen essen
524,we have to try,we have to try,tenemos que intentar,nous devons essayer,wir müssen es versuchen
525,we just landed,we just landed,acabamos de aterrizar,nous venons d'atterrir,wir sind gerade gelandet
526,we knew enough,we knew enough,sabíamos lo suficiente,nous en savions assez,wir wussten genug
527,we knew no one,we knew no one,no conocíamos a nadie,nous ne connaissions personne,wir kannten niemanden
528,we know enough,we know enough,sabemos lo suficiente,on en sait assez,wir wissen genug
529,we laugh a lot,we laugh a lot,nos reimos mucho,nous rions beaucoup,Wir lachen viel
530,we love coffee,we love coffee,amamos el cafe,nous aimons le café,wir lieben kaffee
531,we made a deal,we made a deal,Hicimos un trato,Nous avons une entente,Wir haben einen Deal gemacht
532,we met earlier,we met earlier,nos conocimos antes,nous nous sommes rencontrés plus tôt,wir haben uns früher getroffen
533,we must attack,we must attack,debemos atacar,nous devons attaquer,wir müssen angreifen
534,we must decide,we must decide,debemos decidir,nous devons décider,wir müssen uns entscheiden
535,we must escape,we must escape,debemos escapar,nous devons nous échapper,wir müssen fliehen
536,we must go now,we must go now,debemos irnos ahora,nous devons y aller maintenant,wir müssen jetzt gehen
537,we need a hero,we need a hero,necesitamos un héroe,nous avons besoin d'un héros,Wir brauchen einen Helden
538,we need a plan,we need a plan,necesitamos un plan,nous avons besoin d'un plan,Wir brauchen einen Plan
539,we need action,we need action,necesitamos acción,nous avons besoin d'action,wir brauchen aktion
540,we need heroes,we need heroes,necesitamos héroes,nous avons besoin de héros,Wir brauchen Helden
541,we need to eat,we need to eat,necesitamos comer,nous devons manger,wir müssen essen
542,we need to win,we need to win,tenemos que ganar,nous devons gagner,wir müssen gewinnen
543,we needed help,we needed help,necesitábamos ayuda,nous avions besoin d'aide,wir brauchten hilfe
544,we needed this,we needed this,necesitábamos esto,nous avions besoin de ça,wir brauchten das
545,we never voted,we never voted,nunca votamos,nous n'avons jamais voté,wir haben nie gewählt
546,we only kissed,we only kissed,solo nos besamos,nous nous sommes seulement embrassés,wir haben uns nur geküsst
547,we saw nothing,we saw nothing,no vimos nada,nous n'avons rien vu,wir haben nichts gesehen
548,we shook hands,we shook hands,nos dimos la mano,nous nous sommes serré la main,wir gaben uns die hand
549,we should help,we should help,deberíamos ayudar,nous devrions aider,wir sollen helfen
550,we should wait,we should wait,deberíamos esperar,nous devrions attendre,wir sollten warten
551,we study music,we study music,estudiamos musica,nous étudions la musique,wir studieren musik
552,we surrendered,we surrendered,nos rendimos,nous nous sommes rendus,wir haben uns ergeben
553,we volunteered,we volunteered,nos ofrecimos como voluntarios,nous nous sommes portés volontaires,wir haben uns freiwillig gemeldet
554,we want change,we want change,queremos un cambio,nous voulons du changement,wir wollen veränderung
555,we want to win,we want to win,queremos ganar,nous voulons gagner,wir wollen gewinnen
556,we were beaten,we were beaten,fuimos golpeados,nous avons été battus,wir wurden geschlagen
557,we were wasted,we were wasted,estábamos perdidos,nous étions perdus,wir waren verschwendet
558,we'll be there,we will be there,estaremos allí,nous serons là,wir werden da sein
559,we'll call you,we will call you,nosotros te llamaremos,nous vous appellerons,wir rufen Sie an
560,we'll continue,we will continue,continuaremos,nous continuerons,wir werden weitermachen
561,we'll help you,we will help you,te ayudaremos,Nous allons vous aider,wir werden Ihnen helfen
562,we'll miss tom,we will miss tom,extrañaremos a tom,Tom va nous manquer,Wir werden Tom vermissen
563,we'll miss you,we will miss you,te extrañaremos,tu vas nous manquer,wir werden dich vermissen
564,we'll paint it,we will paint it,lo pintaremos,nous allons le peindre,wir werden es malen
565,we're a couple,we are a couple,somos una pareja,nous sommes un couple,Wir sind ein Paar
566,we're a family,we are a family,somos una familia,nous sommes une famille,Wir sind eine Familie
567,we're all busy,we are all busy,todos estamos ocupados,nous sommes tous occupés,wir sind alle beschäftigt
568,we're all done,we are all done,todos hemos terminado,nous avons tous fini,wir sind alle fertig
569,we're all ears,we are all ears,somos todo oídos,nous sommes tout ouïe,wir sind ganz Ohr
570,we're all here,we are all here,Todos estamos aqui,nous sommes tous ici,wir sind alle hier
571,we're all safe,we are all safe,todos estamos a salvo,nous sommes tous en sécurité,wir sind alle sicher
572,we're brothers,we are brothers,somos hermanos,nous sommes frères,wir sind Brüder
573,we're confused,we are confused,estamos confundidos,nous sommes confus,wir sind verwirrt
574,we're divorced,we are divorced,estamos divorciados,nous sommes divorcés,wir sind geschieden
575,we're escaping,we are escaping,estamos escapando,nous nous échappons,wir fliehen
576,we're fighting,we are fighting,Estamos peleando,nous nous battons,wir kämpfen
577,we're finished,we are finished,terminamos,nous avons finis,wir sind fertig
578,we're freezing,we are freezing,nos estamos congelando,nous sommes gelés,wir frieren
579,we're grateful,we are grateful,estamos agradecidos,nous sommes reconnaissants,wir sind dankbar
580,we're helpless,we are helpless,estamos indefensos,nous sommes impuissants,wir sind hilflos
581,we're here now,we are here now,estamos aquí ahora,nous sommes ici maintenant,wir sind jetzt hier
582,we're managing,we are managing,estamos administrando,nous gérons,wir managen
583,we're not cops,we are not cops,no somos policías,nous ne sommes pas des flics,wir sind keine polizisten
584,we're not done,we are not done,no hemos acabado,nous n'en avons pas terminé,Wir sind noch nicht fertig
585,we're not free,we are not free,no somos libres,nous ne sommes pas libres,wir sind nicht frei
586,we're not home,we are not home,no estamos en casa,nous ne sommes pas à la maison,Wir sind nicht zu Hause
587,we're not late,we are not late,no estamos tarde,nous ne sommes pas en retard,Wir sind nicht spät
588,we're not lost,we are not lost,no estamos perdidos,nous ne sommes pas perdus,wir sind nicht verloren
589,we're not open,we are not open,no estamos abiertos,nous ne sommes pas ouverts,Wir haben nicht geöffnet
590,we're not rich,we are not rich,no somos ricos,nous ne sommes pas riches,wir sind nicht reich
591,we're not safe,we are not safe,no estamos seguros,nous ne sommes pas en sécurité,wir sind nicht sicher
592,we're not sure,we are not sure,No estamos seguros,nous ne sommes pas sûrs,Wir sind nicht sicher
593,we're obedient,we are obedient,somos obedientes,nous sommes obéissants,wir sind gehorsam
594,we're partners,we are partners,somos socios,nous sommes partenaires,Wir sind Partner
595,we're powerful,we are powerful,somos poderosos,nous sommes puissants,wir sind mächtig
596,we're prepared,we are prepared,estamos preparados,nous sommes préparés,Wir sind vorbereitet
597,we're punctual,we are punctual,somos puntuales,nous sommes ponctuels,wir sind pünktlich
598,we're quitting,we are quitting,estamos renunciando,nous abandonnons,wir kündigen
599,we're reliable,we are reliable,somos confiables,nous sommes fiables,wir sind zuverlässig
600,we're retiring,we are retiring,nos estamos retirando,nous prenons notre retraite,wir ziehen uns zurück
601,we're ruthless,we are ruthless,somos despiadados,nous sommes impitoyables,wir sind rücksichtslos
602,we're safe now,we are safe now,estamos a salvo ahora,nous sommes en sécurité maintenant,wir sind jetzt sicher
603,we're so sorry,we are so sorry,lo lamentamos mucho,Nous sommes vraiment navrés,Es tut uns so leid
604,we're standing,we are standing,estamos de pie,nous sommes debout,wir stehen
605,we're starving,we are starving,nos estamos muriendo de hambre,nous sommes affamés,wir verhungern
606,we're stubborn,we are stubborn,somos tercos,nous sommes têtus,wir sind stur
607,we're students,we are students,somos estudiantes,nous sommes étudiants,wir sind Studenten
608,we're the best,we are the best,somos los mejores,nous sommes les meilleurs,wir sind die Besten
609,we're the last,we are the last,somos los últimos,nous sommes les derniers,wir sind die letzten
610,we're the same,we are the same,somos lo mismo,nous sommes les mêmes,wir sind gleich
611,we're too busy,we are too busy,estamos muy ocupados,nous sommes trop occupés,Wir sind zu beschäftigt
612,we're too late,we are too late,Vamos muy tarde,nous sommes trop tard,wir sind zu spät
613,we're too weak,we are too weak,somos demasiado débiles,nous sommes trop faibles,wir sind zu schwach
614,we're up early,we are up early,nos levantamos temprano,nous nous levons tôt,wir sind früh auf
615,we're watching,we are watching,estamos viendo,nous regardons,wir schauen
616,we've finished,we ve finished,hemos terminado,nous avons fini,wir sind fertig
617,we've seen her,we ve seen her,la hemos visto,nous l'avons vue,wir haben sie gesehen
618,we've seen him,we ve seen him,lo hemos visto,nous l'avons vu,wir haben ihn gesehen
619,"well done, tom",well done  tom,bien hecho tom,bravo tom,gut gemacht tom
620,"well, let's go",well  let us go,"bueno, vamos",eh bien allons-y,lass uns gehen
621,were they good,were they good,eran buenos,étaient-ils bons,waren sie gut
622,were you happy,were you happy,eras feliz,étais-tu heureux,warst du glücklich
623,were you there,were you there,usted estaba allí,Étiez-vous là,warst du dort
624,what a bargain,what a bargain,que ganga,quel bonne affaire,Was für ein Schnäppchen
625,what a big dog,what a big dog,que gran perro,quel gros chien,Was für ein großer Hund
626,what a country,what a country,que pais,quel pays,Was für ein Land
627,what a letdown,what a letdown,que decepción,quelle déception,Was für ein Reinfall
628,what a miracle,what a miracle,que milagro,quel miracle,was ein Wunder
629,what a thought,what a thought,que pensamiento,quelle pensée,Was für ein Gedanke
630,what a tragedy,what a tragedy,que tragedia,quelle tragédie,Was für eine Tragödie
631,what about you,what about you,¿tú que tal?,et vous,Was ist mit Ihnen
632,what are these,what are these,que son estos,Qu'est-ce que c'est,was ist das
633,what are those,what are those,que son esos,Quels sont ces,Was sind diese
634,what causes it,what cecauses it,que lo causa,qu'est-ce qui le cause,was verursacht es
635,what did i get,what did i get,que obtuve,qu'est-ce que j'ai eu,was habe ich bekommen
636,what did i win,what did i win,que gane,qu'est-ce que j'ai gagné,was habe ich gewonnen
637,what do i care,what do i care,y a mi que me importa,de quoi me soucier,was kümmert es mich
638,what do i have,what do i have,Qué es lo que tengo,Qu'est-ce que j'ai,was habe ich
639,what do you do,what do you do,¿a qué te dedicas?,que faites-vous,Wie geht's
640,what if i fail,what if i fail,Qué pasa si fallo,Et si j'échouais,"Was, wenn ich scheitere"
641,what was taken,what was taken,que fue tomado,ce qui a été pris,was genommen wurde
642,what's it like,what is it like,A qué se parece,comment est-ce,wie ist es
643,when do we eat,when do we eat,Cuándo comemos,quand est-ce que nous mangeons,Wann essen wir
644,where are they,where are they,Dónde están,Où sont-elles,wo sind sie
645,where is paris,where is paris,Dónde está Paris,où est Paris,Wo ist Paris
646,where were you,where were you,Dónde estabas,où étiez-vous,wo waren Sie
647,where's boston,where is boston,donde esta boston,où est boston,wo ist boston
648,where's an atm,where is an atm,donde hay un cajero automatico,où est un guichet automatique,wo ist ein geldautomat
649,where's my bag,where is my bag,Dónde está mi bolsa,ou est mon sac,wo ist meine Tasche
650,where's my car,where is my car,Donde está mi coche,Où est ma voiture,Wo ist mein Auto
651,where's my son,where is my son,dónde está mi hijo,Où est mon fils,wo ist mein Sohn
652,where's my tie,where is my tie,donde esta mi corbata,où est ma cravate,wo ist meine krawatte
653,which team won,which team won,qué equipo ganó,quelle équipe a gagné,welche Mannschaft gewonnen hat
654,who broke this,who broke this,quien rompio esto,qui a cassé ça,wer hat das kaputt gemacht
655,who called you,who called you,quién te llamó,qui t'a appelé,Wer hat dich angerufen
656,who cleaned it,who cleaned it,quien lo limpió,qui l'a nettoyé,der es gereinigt hat
657,who did he see,who did he see,a quien vio,qui a-t-il vu,wen hat er gesehen
658,who goes there,who goes there,Quien va alla,qui va là,Wer geht dahin
659,who is on duty,who is on duty,quien esta de servicio,qui est de service,wer hat dienst
660,who killed tom,who killed tom,quien mato a tom,qui a tué tom,Wer hat Tom getötet?
661,who kissed you,who kissed you,quien te besó,qui t'a embrassé,der dich geküsst hat
662,who knows that,who knows that,quien sabe eso,qui sait ça,wer weiß das
663,who needs that,who needs that,quien necesita eso,qui a besoin de ça,wer braucht das
664,who plays golf,who plays golf,quien juega al golf,qui joue au golf,wer Golf spielt
665,who sells this,who sells this,quien vende esto,qui vend ça,wer verkauft das
666,who wants that,who wants that,quien quiere eso,qui veut ça,wer will das
667,who wants this,who wants this,quien quiere esto,qui veut ça,wer will das
668,who was killed,who was killed,quien fue asesinado,qui a été tué,wer getötet wurde
669,who will do it,who will do it,quien lo hara,qui le fera,wer wird es tun
670,who would care,who would care,a quien le importaría,qui s'en soucierait,wen würde es interessieren
671,who wrote that,who wrote that,quien escribio eso,qui a écrit ça,wer hat das geschrieben
672,who's speaking,who is speaking,Quién está hablando,Qui parle,Wer ist dran
673,who's that boy,who is that boy,quién es ese chico,qui est ce garçon,Wer ist dieser Junge
674,who's that man,who is that man,Quien es ese hombre,qui est cet homme,Wer ist der Mann
675,who's this guy,who is this guy,Quién es este chico,qui est ce gars,Wer ist dieser Kerl
676,who's watching,who is watching,quien esta viendo,qui regarde,Wer schaut zu
677,whose are they,whose are they,quienes son ellos,Qui sont ils,Wessen sind sie
678,why can't i go,why cannot i go,por que no puedo ir,pourquoi ne puis-je pas y aller,warum kann ich nicht gehen
679,why do you ask,why do you ask,Por qué preguntas,Pourquoi demandez-vous,warum fragst du
680,why do you lie,why do you lie,por qué mientes,pourquoi mens tu,warum lügst du
681,will you do it,will you do it,Lo harás,le feras tu,Wirst Du es machen
682,wind the clock,wind the clock,dar cuerda al reloj,remonter l'horloge,die Uhr aufziehen
683,wipe your eyes,wipe your eyes,limpia tus ojos,essuyez vos yeux,wischen Sie Ihre Augen
684,wipe your nose,wipe your nose,limpia tu nariz,essuyez votre nez,putz dir die nase
685,"yes, i know it",yes  i know it,si lo se,Oui je le sais,"Ja, ich weiß es"
686,"yes, we can go",yes  we can go,si podemos ir,oui nous pouvons y aller,"Ja, wir können gehen"
687,you are morons,you are morons,ustedes son idiotas,vous êtes des crétins,Sie sind Idioten
688,you are strong,you are strong,tu eres fuerte,tu es fort,du bist stark
689,you are stupid,you are stupid,eres estúpido,Vous êtes stupide,Du bist dumm
690,you aren't tom,you are not tom,tu no eres tom,tu n'es pas tom,du bist nicht tom
691,you can't swim,you cannot swim,no puedes nadar,tu ne sais pas nager,du kannst nicht schwimmen
692,you changed it,you changed it,lo cambiaste,tu l'as changé,du hast es geändert
