,English,English_cleaned,Spanish,French,German
307,he's a bit jealous,he is a bit jealous,el es un poco celoso,il est un peu jaloux,er ist etwas eifersüchtig
308,he's a creationist,he is a creationist,el es un creacionista,c'est un créationniste,Er ist ein Kreationist
309,he's a fast walker,he is a fast walker,él es un caminante rápido,c'est un marcheur rapide,er ist ein schneller läufer
310,he's a filthy liar,he is a filthy liar,es un asqueroso mentiroso,c'est un sale menteur,er ist ein dreckiger Lügner
311,he's a food critic,he is a food critic,es critico gastronómico,il est critique gastronomique,er ist ein Lebensmittelkritiker
312,he's a ghostwriter,he is a ghostwriter,el es un escritor fantasma,c'est un écrivain fantôme,er ist Ghostwriter
313,he's a goal keeper,he is a goal keeper,el es portero,il est gardien de but,er ist ein Torhüter
314,he's a good person,he is a good person,el es una buena persona,Il est une bonne personne,Er ist ein guter Mensch
315,he's a kind person,he is a kind person,el es una persona amable,c'est une personne gentille,Er ist ein freundlicher Mensch
316,he's a married man,he is a married man,el es un hombre casado,c'est un homme marié,er ist ein verheirateter Mann
317,he's a meth addict,he is a meth addict,él es un adicto a la metanfetamina,il est accro à la méthamphétamine,er ist meth-süchtig
318,he's a strange guy,he is a strange guy,el es un tipo extraño,c'est un gars étrange,Er ist ein seltsamer Typ
319,he's a total wreck,he is a total wreck,el es un desastre total,il est une épave totale,er ist ein totales Wrack
320,he's already a man,he is already a man,el ya es un hombre,c'est déjà un homme,er ist schon ein Mann
321,he's an englishman,he is an englishman,el es un ingles,c'est un anglais,er ist engländer
322,he's an aristocrat,he is an aristocrat,el es un aristócrata,c'est un aristocrate,er ist aristokrat
323,he's coming closer,he is coming closer,el se acerca,il se rapproche,er kommt näher
324,he's down to earth,he is down to earth,él tiene los pies en la tierra,il est terre à terre,er ist bodenständig
325,he's good at cards,he is good at cards,es bueno en las cartas,il est bon aux cartes,Er kann gut Karten spielen
326,he's in the shower,he is in the shower,el esta en la ducha,il est sous la douche,er steht unter der dusche
327,he's my new friend,he is my new friend,el es mi nuevo amigo,c'est mon nouvel ami,Er ist mein neuer Freund
328,he's not a bad boy,he is not a bad boy,el no es un chico malo,ce n'est pas un mauvais garçon,Er ist kein böser Junge
329,he's not a bad guy,he is not a bad guy,el no es un mal tipo,ce n'est pas un méchant,Er ist kein schlechter Kerl
330,he's not all there,he is not all there,él no está todo allí,il n'est pas tout là,er ist nicht alles da
331,he's not available,he is not available,el no esta disponible,il n'est pas disponible,er ist nicht erreichbar
332,he's not my cousin,he is not my cousin,el no es mi primo,ce n'est pas mon cousin,Er ist nicht mein Cousin
333,he's not my father,he is not my father,el no es mi padre,ce n'est pas mon père,er ist nicht mein Vater
334,he's not one of us,he is not one of us,el no es uno de nosotros,il n'est pas des nôtres,er ist keiner von uns
335,he's old and crazy,he is old and crazy,el es viejo y loco,il est vieux et fou,er ist alt und verrückt
336,he's one of a kind,he is one of a kind,él es único,il est unique en son genre,er ist einzigartig
337,he's overconfident,he is overconfident,él es demasiado confiado,il est trop confiant,er ist übermütig
338,he's pushing fifty,he is pushing fifty,él está empujando cincuenta,il pousse la cinquantaine,er geht auf die fünfzig zu
339,he's self-employed,he is self employed,el es autonomo,il est indépendant,er ist selbstständig
340,he's short and fat,he is short and fat,el es bajo y gordo,il est petit et gros,er ist klein und dick
341,he's still at work,he is still at work,todavía está en el trabajo,il est toujours au travail,er ist noch am arbeiten
342,he's tall and slim,he is tall and slim,el es alto y delgado,il est grand et mince,Er ist groß und schlank
343,he's the scapegoat,he is the scapegoat,el es el chivo expiatorio,il est le bouc émissaire,er ist der Sündenbock
344,he's very flexible,he is very flexible,el es muy flexible,il est très souple,er ist sehr flexibel
345,he's very talented,he is very talented,Él es muy talentoso,il est très talentueux,er ist sehr talentiert
346,he's working on it,he is working on it,el esta trabajando en eso,il y travaille,er arbeitet daran
347,hedgehogs are cute,hedgehogs are cute,los erizos son lindos,les hérissons sont mignons,Igel sind süß
348,"hello, how are you",hello  how are you,Hola como estas,bonjour comment vas-tu,"hallo, wie geht's dir"
349,help is on its way,help is on its way,La ayuda está en camino,L'aide est en cours,Hilfe ist unterwegs
350,help me if you can,help me if you can,ayúdame si puedes,aide moi si tu peux,"hilf mir, wenn du kannst"
351,help me print this,help me print this,ayúdame a imprimir esto,aidez-moi à imprimer ceci,hilf mir das zu drucken
352,help i can't swim,help i cannot swim,ayuda no puedo nadar,aide je ne sais pas nager,"Hilfe, ich kann nicht schwimmen"
353,her dress was torn,her dress was torn,su vestido estaba roto,sa robe était déchirée,ihr Kleid war zerrissen
354,her face was sooty,her face was sooty,su cara estaba llena de hollín,son visage était couvert de suie,ihr Gesicht war rußig
355,her father is tall,her father is tall,su padre es alto,son père est grand,Ihr Vater ist groß
356,her hair grew back,her hair grew back,su cabello volvió a crecer,ses cheveux ont repoussé,ihr Haar wuchs nach
357,her socks are gray,her socks are gray,sus calcetines son grises,ses chaussettes sont grises,ihre Socken sind grau
358,here are our books,here are our books,aquí están nuestros libros,voici nos livres,Hier sind unsere Bücher
359,here are the rules,here are the rules,estas son las reglas,voici les règles,Hier sind die Regeln
360,here are your keys,here are your keys,aquí están tus llaves,voici vos clés,hier sind deine Schlüssel
361,here comes the bus,here comes the bus,aquí viene el autobús,Voici le bus,da kommt der Bus
362,here is an example,here is an example,Aquí hay un ejemplo,Voici un exemple,Hier ist ein Beispiel
363,here is my baggage,here is my baggage,aquí está mi equipaje,voici mon bagage,Hier ist mein Gepäck
364,here is my bicycle,here is my bicycle,aquí está mi bicicleta,voici mon vélo,Hier ist mein Fahrrad
365,here is some water,here is some water,aquí hay un poco de agua,voici de l'eau,hier ist etwas Wasser
366,here's one for you,here s one for you,aquí hay uno para ti,en voici un pour toi,hier ist einer für dich
367,here's the address,here s the address,aquí está la dirección,voici l'adresse,hier ist die adresse
368,here's your change,here s your change,aquí está su cambio,Voilà votre monnaie,Hier ist ihr Wechselgeld
369,here's your dinner,here s your dinner,aquí está tu cena,voici votre dîner,Hier ist dein Abendessen
370,"here, have a drink",here  have a drink,aquí toma una copa,ici boire un verre,hier trink was
371,"here, have a taste",here  have a taste,aquí tienes un gusto,ici goûter,hier haben Sie einen Vorgeschmack
372,"here, look at this",here  look at this,aquí mira esto,ici regarde ça,hier schau dir das an
373,"hey, don't do that",hey  do not do that,oye no hagas eso,hé ne fais pas ça,"Hey, mach das nicht"
374,"hey, open the door",hey  open the door,oye abre la puerta,hé ouvre la porte,"Hey, mach die Tür auf"
375,"hey, what happened",hey  what happened,Hey que pasó,Hey qu'est-ce qui s'est passé,"Hey, was ist passiert"
376,"hey, where are you",hey  where are you,oye dónde estás,Hey où êtes-vous,Hey wo bist du
377,his hair was brown,his hair was brown,su cabello era castaño,ses cheveux étaient bruns,sein Haar war braun
378,his joke was great,his joke was great,su broma fue genial,sa blague était super,sein Witz war großartig
379,his knees gave way,his knees gave way,sus rodillas cedieron,ses genoux ont cédé,seine Knie gaben nach
380,his name eludes me,his name eludes me,su nombre se me escapa,son nom m'échappe,sein Name entzieht sich mir
381,his play was a hit,his play was a hit,su obra fue un exito,sa pièce a été un succès,sein Stück war ein Hit
382,his room is untidy,his room is untidy,su habitación está desordenada,sa chambre est en désordre,sein Zimmer ist unordentlich
383,his socks are gray,his socks are gray,sus calcetines son grises,ses chaussettes sont grises,seine Socken sind grau
384,his wife is french,his wife is french,su esposa es francesa,sa femme est française,seine Frau ist Französin
385,hold your position,hold your position,mantén tu posición,maintenez votre position,halten Sie Ihre Position
386,horses are animals,horses are animals,los caballos son animales,les chevaux sont des animaux,Pferde sind Tiere
387,how about this one,how about this one,que tal este,"Celui-ci, ça va",wie wäre es mit diesem
388,how about tomorrow,how about tomorrow,Qué tal mañana,qu'en est-il de demain,wie wärs mit morgen
389,how accurate is it,how accurate is it,que tan preciso es,à quel point est-il précis,wie genau ist es
390,how big is the sun,how big is the sun,que grande es el sol,quelle est la taille du soleil,wie groß ist die sonne
391,how big will it be,how big will it be,Qué tan grande será,quelle sera sa taille,wie groß wird es sein
392,how can i help you,how can i help you,cómo puedo ayudarte,comment puis-je vous aider,Womit kann ich Ihnen behilflich sein
393,how can i prove it,how can i prove it,como puedo probarlo,comment puis-je le prouver,wie kann ich es beweisen
394,how can it be done,how can it be done,Cómo puede hacerse esto,Comment ceci peut être fait,wie kann es gemacht werden
395,how can we do that,how can we do that,cómo podemos hacer eso,Comment pouvons-nous faire cela,wie können wir das machen
396,how can you fix it,how can you fix it,como puedes arreglarlo,Comment pouvez-vous le réparer,wie kann man das beheben
397,how could i forget,how could i forget,como podría olvidarlo,comment pourrai-je oublier,Wie könnte ich vergessen
398,how could i refuse,how could i refuse,¿Cómo podría negarme?,comment pourrais-je refuser,wie könnte ich ablehnen
399,how could i resist,how could i resist,¿Cómo podría resistirme?,comment pourrais-je résister,wie könnte ich widerstehen
400,how could you know,how could you know,como podrias saber,comment pourriez-vous savoir,Wie kannst du das wissen
401,how did i get here,how did i get here,Como llegué aqui,Comment suis-je arrivé ici,Wie kam ich hier hin
402,how did tom escape,how did tom escape,¿Cómo escapó Tom?,Comment Tom s'est-il échappé,wie ist tom entkommen
403,how did he do this,how did he do this,Cómo hizo esto,Comment a-t-il fait cela,wie hat er das gemacht
404,how did he find us,how did he find us,¿Cómo nos encontró?,comment nous a-t-il trouvé,wie hat er uns gefunden
405,how did we do that,how did we do that,Como hicimos eso,comment avons-nous fait,wie haben wir das gemacht
406,how did you get in,how did you get in,Cómo entraste,Comment êtes-vous entré,wie bist du reingekommen
407,how do i thank you,how do i thank you,como te agradezco,comment puis-je te remercier,wie bedanke ich mich
408,how do we stop tom,how do we stop tom,¿Cómo detenemos a Tom?,comment arrêter tom,Wie können wir Tom aufhalten?
409,how do you do that,how do you do that,Cómo haces eso,comment tu fais ça,Wie machst du das
410,how do you do this,how do you do this,Cómo haces esto,comment est-ce que tu fais ça,Wie machst Du das
411,how does this work,how does this work,Cómo funciona esto,Comment cela marche-t-il,Wie funktioniert das
412,how foolish of you,how foolish of you,que tonto de tu parte,comme tu es stupide,wie dumm von dir
413,how hungry are you,how hungry are you,que hambre tienes,à quel point as-tu faim,wie hungrig bist du
414,how is it possible,how is it possible,como es posible,comment est-ce possible,wie ist es möglich
415,how is the economy,how is the economy,como esta la economia,comment va l'économie,wie ist die wirtschaft
416,how is the weather,how is the weather,Como está el clima,comment est la temps,wie ist das Wetter
417,how is your family,how is your family,Cómo está tu familia,comment va votre famille,Wie geht's deiner Familie
418,how is your mother,how is your mother,Cómo está tu madre,Comment va ta mère,Wie geht es deine Mutter
419,how is your sister,how is your sister,Cómo está tu hermana,Comment va votre sœur,Wie geht's deiner Schwester
420,how may i help you,how may i help you,Como puedo ayudarte,Comment puis-je vous aider,wie kann ich dir helfen
421,how old is this tv,how old is this tv,¿Qué edad tiene este televisor?,quel âge a cette télé,wie alt ist dieser fernseher
422,how was the flight,how was the flight,Cómo estuvo el vuelo,comment était le vol,Wie war der Flug
423,how was the museum,how was the museum,como era el museo,comment était le musée,Wie war das Museum
424,how was work today,how was work today,Como estuvo el trabajo hoy,comment était le travail aujourd'hui,Wie war die Arbeit heute
425,how was your night,how was your night,cómo te fue anoche,comment s'est passée votre soirée,wie war deine Nacht
426,how weird that was,how weird that was,que raro fue eso,comme c'était bizarre,wie seltsam das war
427,how would you know,how would you know,cómo sabrías,comment saurais tu,wie würdest du wissen
428,how's the job hunt,how is the job hunt,como es la busqueda de trabajo,comment se passe la recherche d'emploi,wie läuft die jobsuche
429,how's your new job,how is your new job,Como es tu nuevo trabajo,Comment est ton nouveau travail,wie ist deine neue Arbeit
430,i absolutely agree,i absolutely agree,Estoy absolutamente de acuerdo,Je suis absolument d'accord,ich stimme absolut zu
431,i accept the offer,i accept the offer,acepto la oferta,j'accepte l'offre,Ich nehme das Angebot an
432,i admit i did that,i admit i did that,admito que hice eso,j'avoue que j'ai fait ça,"Ich gebe zu, dass ich das getan habe"
433,i admit my mistake,i admit my mistake,admito mi error,j'avoue mon erreur,Ich gebe meinen Fehler zu
434,i advise customers,i advise customers,aconsejo a los clientes,je conseille les clients,Ich berate Kunden
435,i agree completely,i agree completely,concuerdo completamente,je suis complètement d'accord,Ich stimme vollkommen zu
436,i agreed to buy it,i agreed to buy it,acepté comprarlo,j'ai accepté de l'acheter,"Ich habe zugestimmt, es zu kaufen"
437,i almost forgot it,i almost forgot it,casi lo olvido,je l'ai presque oublié,ich hätte es fast vergessen
438,i already did that,i already did that,eso ya lo hice,j'ai déjà fait ça,ich habe das schon gemacht
439,i already said yes,i already said yes,ya dije que si,j'ai déjà dit oui,ich sagte schon ja
440,i already told you,i already told you,Ya te dije,je te l'ai déjà dit,Ich habe es dir schon gesagt
441,i am a new student,i am a new student,soy un nuevo estudiante,je suis un nouveau Etudiant,Ich bin ein neuer Schüler
442,i am an only child,i am an only child,soy hijo único,je suis un enfant unique,Ich bin ein Einzelkind
443,i am boiling water,i am boiling water,estoy hirviendo agua,je fais bouillir de l'eau,Ich koche Wasser
444,i am doing my best,i am doing my best,Estoy haciendo lo mejor que puedo,Je fais de mon mieux,ich gebe mein Bestes
445,i am done teaching,i am done teaching,he terminado de enseñar,j'ai fini d'enseigner,Ich bin fertig mit dem Unterrichten
446,i am fond of music,i am fond of music,soy aficionado a la musica,j'aime la musique,Ich mag Musik
447,i am from portugal,i am from portugal,Soy de Portugal,Je suis du Portugal,Ich komme aus Portugal
448,i am grilling fish,i am grilling fish,estoy asando pescado,je fais griller du poisson,Ich grille Fisch
449,i am in deep water,i am in deep water,estoy en aguas profundas,je suis en eau profonde,Ich bin im tiefen Wasser
450,i am in the garden,i am in the garden,Estoy en el jardín,je suis dans le jardin,Ich bin im Garten
451,i am just a nobody,i am just a nobody,solo soy un don nadie,je ne suis qu'un personne,ich bin nur ein niemand
452,i am not a prophet,i am not a prophet,no soy un profeta,je ne suis pas un prophète,Ich bin kein Prophet
453,i am not a teacher,i am not a teacher,Yo no soy un maestro,Je ne suis pas un enseignant,Ich bin kein Lehrer
454,i am not ready yet,i am not ready yet,no estoy lista todavia,je ne suis pas encore prêt,Ich bin noch nicht fertig
455,i am not too tired,i am not too tired,no estoy demasiado cansado,je ne suis pas trop fatigué,Ich bin nicht zu müde
456,i am sorry for you,i am sorry for you,lo siento por ti,je suis désolé pour vous,es tut mir leid für dich
457,i answered for him,i answered for him,respondi por el,j'ai répondu pour lui,Ich habe für ihn geantwortet
458,i arrived too late,i arrived too late,llegué demasiado tarde,je suis arrivé trop tard,Ich bin zu spät angekommen
459,i asked who he was,i asked who he was,pregunté quién era,j'ai demandé qui il était,"Ich fragte, wer er sei"
460,i ate potato chips,i ate potato chips,comí papas fritas,j'ai mangé des chips,Ich habe Kartoffelchips gegessen
461,i ate some peanuts,i ate some peanuts,comí algunos cacahuetes,j'ai mangé des cacahuètes,Ich habe ein paar Erdnüsse gegessen
462,i baked it for you,i baked it for you,lo horneé para ti,je l'ai cuisiné pour toi,Ich habe es für dich gebacken
463,i beat him at golf,i beat him at golf,le gané al golf,je l'ai battu au golf,Ich habe ihn beim Golf geschlagen
464,i believe all that,i believe all that,yo creo todo eso,je crois tout ça,ich glaube das alles
465,i bet you're right,i bet you are right,apuesto a que tienes razón,je parie que tu as raison,ich wette du hast recht
466,i bought a new bag,i bought a new bag,compré una bolsa nueva,j'ai acheté un nouveau sac,ich habe mir eine neue tasche gekauft
467,i bought a new car,i bought a new car,Yo compré un coche nuevo,j'ai acheté une nouvelle voiture,ich habe ein neues Auto gekauft
468,i bought a new hat,i bought a new hat,compré un sombrero nuevo,j'ai acheté un nouveau chapeau,Ich habe mir einen neuen Hut gekauft
469,i bought a red tie,i bought a red tie,compré una corbata roja,j'ai acheté une cravate rouge,Ich habe eine rote Krawatte gekauft
470,i bought him a tie,i bought him a tie,le compré una corbata,je lui ai acheté une cravate,Ich habe ihm eine Krawatte gekauft
471,i broke my glasses,i broke my glasses,rompí mis lentes,j'ai cassé mes lunettes,Ich habe meine Brille zerbrochen
472,i broke the clutch,i broke the clutch,rompí el embrague,j'ai cassé l'embrayage,mir ist die Kupplung kaputt gegangen
473,i brought you this,i brought you this,te traje esto,je t'ai apporté ça,ich habe dir das mitgebracht
474,i burned the paper,i burned the paper,quemé el papel,j'ai brûlé le papier,Ich habe das Papier verbrannt
475,i called my father,i called my father,llamé a mi padre,j'ai appelé mon père,Ich habe meinen Vater angerufen
476,i came home by bus,i came home by bus,llegué a casa en autobús,je suis rentré en bus,Ich bin mit dem Bus nach Hause gekommen
477,i came to kill him,i came to kill him,vine a matarlo,je suis venu le tuer,"Ich bin gekommen, um ihn zu töten"
478,i can be impartial,i can be impartial,puedo ser imparcial,je peux être impartial,Ich kann unparteiisch sein
479,i can confirm that,i can confirm that,puedo confirmar eso,je peux confirmer que,das kann ich bestätigen
480,i can confirm this,i can confirm this,puedo confirmar esto,je peux le confirmer,das kann ich bestätigen
481,i can do it myself,i can do it myself,Puedo hacerlo yo solo,je peux le faire moi-même,Ich kann das selbst
482,i can explain this,i can explain this,puedo explicar esto,je peux expliquer cela,ich kann das erklären
483,i can go next week,i can go next week,puedo ir la próxima semana,je peux y aller la semaine prochaine,ich kann nächste woche gehen
484,i can hear nothing,i can hear nothing,no puedo escuchar nada,je n'entends rien,ich kann nichts hören
485,i can help you out,i can help you out,Yo puedo ayudarte,je peux t'aider,ich kann dir helfen
486,i can ride a horse,i can ride a horse,puedo montar un caballo,je peux monter à cheval,ich kann ein Pferd reiten
487,i can see that now,i can see that now,puedo ver eso ahora,je peux voir ça maintenant,das kann ich jetzt sehen
488,i can speak french,i can speak french,Yo hablo francés,je peux parler français,Ich kann Französisch sprechen
489,i can survive this,i can survive this,puedo sobrevivir a esto,je peux survivre à ça,ich kann das überleben
490,i can wait for you,i can wait for you,puedo esperarte,je peux t'attendre,Ich kann auf dich warten
491,i can't agree more,i cannot agree more,No puedo estar más de acuerdo,je ne peux pas être plus d'accord,Mehr könnte ich nicht zustimmen
492,i can't allow this,i cannot allow this,no puedo permitir esto,je ne peux pas permettre cela,das kann ich nicht zulassen
493,i can't control it,i cannot control it,no puedo controlarlo,je ne peux pas le contrôler,ich kann es nicht kontrollieren
494,i can't exclude it,i cannot exclude it,no puedo excluirlo,je ne peux pas l'exclure,ich kann es nicht ausschließen
495,i can't excuse her,i cannot excuse her,no puedo disculparla,je ne peux pas l'excuser,ich kann sie nicht entschuldigen
496,i can't follow you,i cannot follow you,no puedo seguirte,je ne peux pas te suivre,ich kann dir nicht folgen
497,i can't forget her,i cannot forget her,no puedo olvidarla,je ne peux pas l'oublier,ich kann sie nicht vergessen
498,i can't give it up,i cannot give it up,no puedo darme por vencido,Je ne peux pas abandonner,Ich kann es nicht aufgeben
499,i can't imagine it,i cannot imagine it,no puedo imaginarlo,je ne peux pas l'imaginer,ich kann es mir nicht vorstellen
500,i can't let you go,i cannot let you go,no puedo dejarte ir,je ne peux pas te laisser partir,ich kann dich nicht gehen lassen
501,i can't live alone,i cannot live alone,no puedo vivir solo,je ne peux pas vivre seul,Ich kann nicht alleine leben
502,i can't see my dad,i cannot see my dad,no puedo ver a mi papa,je ne peux pas voir mon père,Ich kann meinen Vater nicht sehen
503,i can't sleep well,i cannot sleep well,no puedo dormir bien,je ne peux pas bien dormir,Ich kann nicht gut schlafen
504,i can't stand kids,i cannot stand kids,no soporto a los niños,je ne supporte pas les enfants,ich kann kinder nicht ausstehen
505,i can't stand rats,i cannot stand rats,no soporto las ratas,je ne supporte pas les rats,Ich kann Ratten nicht ausstehen
506,i can't study here,i cannot study here,no puedo estudiar aqui,je ne peux pas étudier ici,Ich kann hier nicht studieren
507,i can't wait to go,i cannot wait to go,No puedo esperar a ir,Je ne peux pas attendre pour aller,ich kann es nicht erwarten zu gehen
508,i can't work today,i cannot work today,no puedo trabajar hoy,je ne peux pas travailler aujourd'hui,ich kann heute nicht arbeiten
509,i checked the date,i checked the date,revisé la fecha,j'ai vérifié la date,Ich habe das Datum überprüft
510,i checked the list,i checked the list,revisé la lista,j'ai vérifié la liste,Ich habe die Liste überprüft
511,i chose the colors,i chose the colors,elegí los colores,j'ai choisi les couleurs,Ich habe die Farben gewählt
512,i cleaned the fish,i cleaned the fish,limpié el pescado,j'ai nettoyé le poisson,Ich habe den Fisch gereinigt
513,i confessed my sin,i confessed my sin,confesé mi pecado,j'ai confessé mon péché,Ich bekannte meine Sünde
514,i corrected myself,i corrected myself,me corregí,je me suis corrigé,ich habe mich korrigiert
515,i coughed up blood,i coughed up blood,tosí sangre,j'ai craché du sang,Ich habe Blut gehustet
516,i could be of help,i could be of help,podría ser de ayuda,je pourrais être utile,ich könnte behilflich sein
517,i could do nothing,i could do nothing,no pude hacer nada,je ne pouvais rien faire,ich konnte nichts tun
518,i could go to jail,i could go to jail,podría ir a la cárcel,je pourrais aller en prison,Ich könnte ins Gefängnis gehen
519,i could not refuse,i could not refuse,no pude negarme,je ne pouvais pas refuser,ich konnte nicht ablehnen
520,i couldn't breathe,i could not breathe,no podía respirar,je ne pouvais pas respirer,ich konnte nicht atmen
521,i couldn't do that,i could not do that,no podría hacer eso,Je ne pourrais pas faire ça,ich könnte das nicht tun
522,i couldn't find it,i could not find it,no pude encontrarlo,je ne pouvais pas le trouver,Ich konnte es nicht finden
523,i decided the same,i decided the same,yo decidi lo mismo,j'ai décidé la même chose,ich habe mich genauso entschieden
524,i detest hypocrisy,i detest hypocrisy,detesto la hipocresía,je déteste l'hypocrisie,Ich verabscheue Heuchelei
525,i did all the work,i did all the work,yo hice todo el trabajo,j'ai fait tout le travail,Ich habe die ganze Arbeit gemacht
526,i did it like this,i did it like this,lo hice así,je l'ai fait comme ça,ich habe es so gemacht
527,i did it on my own,i did it on my own,lo hice por mi cuenta,je l'ai fait moi-même,Ich habe es alleine gemacht
528,i did my work well,i did my work well,hice bien mi trabajo,j'ai bien fait mon travail,Ich habe meine Arbeit gut gemacht
529,i did this for you,i did this for you,hice esto por ti,j'ai fait ça pour toi,ich habe das für dich getan
530,i did what i could,i did what i could,Hice lo que pude,j'ai fait ce que j'ai pu,ich habe getan was ich konnte
531,i did write to him,i did write to him,le escribí,je lui ai écrit,Ich habe ihm geschrieben
532,i didn't apologize,i did not apologize,no me disculpé,je ne me suis pas excusé,Ich habe mich nicht entschuldigt
533,i didn't expect it,i did not expect it,no me lo esperaba,je ne m'y attendais pas,Ich habe es nicht erwartet
534,i didn't feel well,i did not feel well,no me sentía bien,je ne me sentais pas bien,ich fühlte mich nicht gut
535,i didn't have time,i did not have time,no tuve tiempo,je n'avais pas le temps,Ich hatte keine Zeit
536,i didn't hear much,i did not hear much,no escuché mucho,je n'ai pas beaucoup entendu,Ich habe nicht viel gehört
537,i didn't know that,i did not know that,No sabía eso,je ne savais pas que,Das wusste ich nicht
538,i didn't know this,i did not know this,no sabía esto,Je ne le savais pas,das wusste ich nicht
539,i didn't like that,i did not like that,A mi no me gusto eso,Je n'ai pas aimé ça,ich mochte das nicht
540,i didn't notice it,i did not notice it,no lo noté,je ne l'ai pas remarqué,ich habe es nicht bemerkt
541,i didn't read that,i did not read that,no leí eso,je n'ai pas lu ça,das habe ich nicht gelesen
542,i didn't tell them,i did not tell them,no les dije,je ne leur ai pas dit,ich habe es ihnen nicht gesagt
543,i didn't volunteer,i did not volunteer,no me ofrecí,je ne me suis pas porté volontaire,Ich habe mich nicht freiwillig gemeldet
544,i didn't want that,i did not want that,yo no queria eso,je ne voulais pas ça,Ich wollte das nicht
545,i do what i'm told,i do what i am told,hago lo que me dicen,je fais ce qu'on me dit,ich tue was mir gesagt wird
546,i don't believe it,i do not believe it,no lo creo,je n'y crois pas,ich glaube es nicht
547,i don't compromise,i do not compromise,no me comprometo,je ne fais pas de compromis,Ich gehe keine Kompromisse ein
548,i don't deserve it,i do not deserve it,no lo merezco,je ne le mérite pas,ich verdiene das nicht
549,i don't doubt that,i do not doubt that,No dudo que,je n'en doute pas,daran zweifle ich nicht
550,i don't drink beer,i do not drink beer,no bebo cerveza,je ne bois pas de bière,ich trinke kein Bier
551,i don't fear death,i do not fear death,no temo a la muerte,je ne crains pas la mort,Ich fürchte den Tod nicht
552,i don't have a box,i do not have a box,no tengo caja,je n'ai pas de boite,Ich habe keine Kiste
553,i don't have a car,i do not have a car,no tengo un carro,je n'ai pas de voiture,Ich habe kein Auto
554,i don't have a cat,i do not have a cat,no tengo un gato,je n'ai pas de chat,Ich habe keine Katze
555,i don't have a dog,i do not have a dog,no tengo un perro,Je n'ai pas de chien,ich habe keinen Hund
556,i don't have a gun,i do not have a gun,no tengo un arma,je n'ai pas d'arme,Ich habe keine Waffe
557,i don't have a key,i do not have a key,no tengo llave,je n'ai pas de clé,Ich habe keinen Schlüssel
558,i don't have proof,i do not have proof,no tengo pruebas,je n'ai pas de preuve,Ich habe keinen Beweis
559,i don't have vodka,i do not have vodka,no tengo vodka,je n'ai pas de vodka,Ich habe keinen Wodka
560,i don't mind a bit,i do not mind a bit,no me importa un poco,ça ne me dérange pas un peu,Ich habe nichts dagegen ein bisschen
561,i don't need a bed,i do not need a bed,no necesito una cama,je n'ai pas besoin de lit,Ich brauche kein Bett
562,i don't need a gun,i do not need a gun,no necesito un arma,je n'ai pas besoin d'arme,Ich brauche keine Waffe
563,i don't need a job,i do not need a job,no necesito un trabajo,je n'ai pas besoin d'un travail,Ich brauche keinen Job
564,i don't need a nap,i do not need a nap,no necesito una siesta,je n'ai pas besoin de sieste,Ich brauche kein Nickerchen
565,i don't own a suit,i do not own a suit,no tengo traje,je ne possède pas de costume,Ich besitze keinen Anzug
566,i don't play games,i do not play games,No juego,je ne joue pas à des jeux,Ich spiele keine Spiele
567,i don't sleep much,i do not sleep much,no duermo mucho,je ne dors pas beaucoup,ich schlafe nicht viel
568,i don't speak fast,i do not speak fast,no hablo rapido,je ne parle pas vite,Ich spreche nicht schnell
569,i don't understand,i do not understand,no entiendo,je ne comprends pas,ich verstehe nicht
570,i don't walk a lot,i do not walk a lot,no camino mucho,je ne marche pas beaucoup,ich gehe nicht viel spazieren
571,i don't want to go,i do not want to go,no quiero ir,je ne veux pas y aller,ich will nicht gehen
572,i doubt if it will,i doubt if it will,dudo si lo hará,je doute que ce soit le cas,"ich bezweifle, ob es wird"
573,i drive everywhere,i drive everywhere,conduzco a todas partes,je conduis partout,Ich fahre überall hin
574,i dropped my phone,i dropped my phone,se me cayó el teléfono,j'ai laissé tomber mon téléphone,Ich habe mein Handy fallen lassen
575,i eat in the house,i eat in the house,como en la casa,je mange à la maison,Ich esse im Haus
576,i eat very quickly,i eat very quickly,como muy rápido,je mange très vite,Ich esse sehr schnell
577,i ended up in jail,i ended up in jail,terminé en la cárcel,j'ai fini en prison,Ich landete im Gefängnis
578,i ended up winning,i ended up winning,terminé ganando,j'ai fini par gagner,Ich habe am Ende gewonnen
579,i enjoy doing that,i enjoy doing that,disfruto haciendo eso,j'aime faire ça,das mache ich gerne
580,i enjoyed swimming,i enjoyed swimming,disfruté nadando,j'ai aimé nager,Ich habe es genossen zu schwimmen
581,i entered her room,i entered her room,entré en su habitación,je suis entré dans sa chambre,Ich betrat ihr Zimmer
582,i envy you so much,i envy you so much,Te envidio mucho,je t'envie tellement,ich beneide dich so sehr
583,i expect your help,i expect your help,espero tu ayuda,j'attends votre aide,ich erwarte eure hilfe
584,i failed chemistry,i failed chemistry,reprobé química,j'ai raté la chimie,Ich bin in Chemie durchgefallen
585,i failed miserably,i failed miserably,fracasé miserablemente,j'ai lamentablement échoué,ich bin kläglich gescheitert
586,i failed the tests,i failed the tests,reprobé las pruebas,j'ai raté les tests,Ich habe die Tests nicht bestanden
587,i feared the worst,i feared the worst,temí lo peor,je craignais le pire,Ich befürchtete das Schlimmste
588,i feel bad for her,i feel bad for her,me siento mal por ella,Je me sens mal pour elle,Sie tut mir leid
