,English,English_cleaned,Spanish,French,German
729,i'll leave,i will leave,me iré,je vais partir,Ich werde gehen
730,i'll shoot,i will shoot,voy a disparar,je vais tirer,Ich werde schießen
731,i'll stand,i will stand,Me mantengo,je resterai debout,ich werde stehen
732,i'll start,i will start,comenzaré,je vais commencer,Ich werde beginnen
733,i'm a girl,i am a girl,yo soy una niña,je suis une fille,Ich bin ein mädchen
734,i'm a hero,i am a hero,soy un héroe,je suis un héros,ich bin ein Held
735,i'm a liar,i am a liar,soy un mentiroso,Je suis un menteur,ich bin ein Lügner
736,i'm a twin,i am a twin,soy un gemelo,je suis un jumeau,Ich bin ein Zwilling
737,i'm baking,i am baking,estoy horneando,je cuisine,ich backe
738,i'm better,i am better,estoy mejor,je suis meilleur,ich bin besser
739,i'm biased,i am biased,soy parcial,Je suis biaisé,Ich bin befangen
740,i'm buying,i am buying,estoy comprando,j'achète,ich kaufe
741,i'm chubby,i am chubby,Estoy gordito,je suis potelé,ich bin mollig
742,i'm coming,i am coming,Vengo,J'arrive,ich komme
743,i'm eating,i am eating,estoy comiendo,je suis en train de manger,ich esse gerade
744,i'm famous,i am famous,Soy famoso,Je suis célèbre,Ich bin berühmt
745,i'm faster,i am faster,soy mas rapido,je suis plus rapide,ich bin schneller
746,i'm flabby,i am flabby,soy fofo,je suis flasque,ich bin schlapp
747,i'm greedy,i am greedy,soy codicioso,je suis gourmand,Ich bin gierig
748,i'm hiding,i am hiding,estoy escondido,Je me cache,Ich verstecke mich
749,i'm honest,i am honest,yo soy honesto,je suis honnête,ich bin ehrlich
750,i'm humble,i am humble,soy humilde,je suis humble,Ich bin bescheiden
751,i'm hungry,i am hungry,Estoy hambriento,j'ai faim,Ich bin hungrig
752,i'm immune,i am immune,soy inmune,je suis immunisé,Ich bin immun
753,i'm in bed,i am in bed,estoy en la cama,je suis dans le lit,Ich bin im Bett
754,i'm inside,i am inside,Estoy dentro,je suis à l'intérieur,ich bin drinnen
755,i'm joking,i am joking,estoy bromeando,je plaisante,ich mache Witze
756,i'm loaded,i am loaded,estoy cargado,je suis chargé,ich bin geladen
757,i'm lonely,i am lonely,estoy solo,je suis seul,ich bin einsam
758,i'm losing,i am losing,estoy perdiendo,je perds,Ich verliere
759,i'm moving,i am moving,me estoy moviendo,je déménage,ich ziehe um
760,i'm normal,i am normal,soy normal,Je suis normale,ich bin normal
761,i'm paying,i am paying,Yo estoy pagando,je paye,Ich zahle
762,i'm pooped,i am pooped,estoy cagado,je suis caca,ich bin gekotzt
763,i'm rested,i am rested,estoy descansado,je suis reposé,ich bin ausgeruht
764,i'm ruined,i am ruined,estoy arruinado,je suis ruiné,Ich bin ruiniert
765,i'm shaken,i am shaken,estoy conmocionado,je suis secoué,ich bin erschüttert
766,i'm single,i am single,soy soltero,je suis célibataire,ich bin ledig
767,i'm skinny,i am skinny,yo soy delgada,je suis mince,Ich bin dünn
768,i'm sleepy,i am sleepy,tengo sueño,j'ai sommeil,ich bin schläfrig
769,i'm sneaky,i am sneaky,soy astuto,je suis sournois,Ich bin hinterhältig
770,i'm so fat,i am so fat,estoy tan gordo,je suis si gros,Ich bin so fett
771,i'm strict,i am strict,soy estricto,je suis strict,Ich bin streng
772,i'm strong,i am strong,soy fuerte,je suis fort,ich bin stark
773,i'm thirty,i am thirty,yo tengo treinta,j'ai trente ans,ich bin dreißig
774,i'm trying,i am trying,estoy intentando,j'essaie,ich versuche
775,i'm wasted,i am wasted,estoy cansado,je suis perdu,ich bin betrunken
776,i've tried,i have tried,Yo he tratado,j'ai essayé,Ich habe versucht
777,ignore tom,ignore tom,ignora a tom,ignorer tom,ignoriere tom
778,ignore him,ignore him,Ignoralo,ignore le,ignoriere ihn
779,is tom ill,is tom ill,esta enfermo,est-ce que je suis malade,ist Tom krank
780,is he busy,is he busy,¿Está ocupado?,est-il occupé,ist er beschäftigt
781,is he dead,is he dead,¿Está muerto?,est-il mort,ist er tot
782,is he tall,is he tall,Es alto,Est-il grand,ist er groß
783,is it blue,is it blue,es azul,est-ce bleu,ist es blau
784,is it done,is it done,está hecho,c'est fini,ist es fertig
785,is it free,is it free,es gratis,c'est gratuit,ist es frei
786,is it hard,is it hard,es difícil,est-il difficile,ist es schwer
787,is it love,is it love,es amor,est-ce l'amour,ist es Liebe
788,is it nice,is it nice,es agradable,est-ce plaisant,ist es schön
789,is it safe,is it safe,es seguro,est-ce sûr,ist es sicher
790,is it time,is it time,es tiempo,c'est l'heure,ist es Zeit
791,is it true,is it true,es verdad,est-ce vrai,ist es wahr
792,is that it,is that it,es asi,est-ce que c'est ça,ist es das
793,is that so,is that so,Es eso así,est-ce vrai,ist das so
794,it happens,it happens,Sucede,ça arrive,es passiert
795,it is 7:30,it is 7 30,son las 7 30,il est 7h30,es ist 7 30
796,it matters,it matters,importa,Cela compte,es ist wichtig
797,it went ok,it went ok,salió bien,ça s'est bien passé,es ging ok
798,it'll work,it will work,funcionará,ça va marcher,es wird klappen
799,it's a fad,it is a fad,es una moda,c'est une mode,es ist eine Modeerscheinung
800,it's awful,it is awful,es horrible,c'est horrible,Es ist furchtbar
801,it's bogus,it is bogus,es falso,c'est faux,es ist falsch
802,it's bulky,it is bulky,es voluminoso,c'est volumineux,es ist sperrig
803,it's cheap,it is cheap,es barato,c'est bon marché,es ist billig
804,it's clean,it is clean,está limpio,c'est propre,es ist sauber
805,it's close,it is close,está cerca,c'est fermé,Es ist in der Nähe
806,it's early,it is early,Es temprano,Il est tôt,Es ist früh
807,it's funny,it is funny,es gracioso,c'est drôle,es ist lustig
808,it's green,it is green,es verde,il est vert,es ist grün
809,it's my cd,it is my cd,es mi disco,c'est mon cd,Es ist meine CD
810,it's night,it is night,es de noche,c'est la nuit,Es ist Nacht
811,it's on me,it is on me,Yo invito,c'est sur moi,Es ist auf mir
812,it's phony,it is phony,es falso,c'est faux,es ist falsch
813,it's quiet,it is quiet,esta tranquilo,c'est calme,es ist ruhig
814,it's ready,it is ready,esta listo,c'est prêt,Es ist bereit
815,it's right,it is right,Es correcto,C'est correct,es ist richtig
816,it's safer,it is safer,es mas seguro,c'est plus sûr,es ist sicherer
817,it's sweet,it is sweet,Es dulce,c'est doux,es ist süß
818,it's taboo,it is taboo,es tabú,c'est tabou,es ist tabu
819,it's weird,it is weird,es raro,c'est étrange,es ist seltsam
820,it's wrong,it is wrong,está mal,il est faux,es ist falsch
821,it's yours,it is yours,es tuyo,c'est à toi,es ist deins
822,jesus wept,jesus wept,Jesús lloró,Jésus a pleuré,Jesus weinte
823,just do it,just do it,solo hazlo,fais-le c'est tout,Mach es einfach
824,just relax,just relax,Relájate,détends-toi,entspann dich
825,keep quiet,keep quiet,callar,garder le silence,schweigen
826,keep still,keep still,Quédate quieto,ne bouge pas,ruhig zu halten
827,let him go,let him go,lo dejó ir,laisse le partir,Lass ihn gehen
828,let him in,let him in,déjalo entrar,Laisse-le entrer,Lass ihn rein
829,let me die,let me die,Dejame morir,Laisse moi mourrir,Laß mich sterben
830,let me out,let me out,Déjame salir,Laisse moi sortir,Lass mich raus
831,let me pay,let me pay,Déjame pagar,Laisse moi payer,Lass mich bezahlen
832,let me see,let me see,Déjame ver,laissez-moi voir,Lass mich sehen
833,let me try,let me try,Déjame intentarlo,Laisse-moi essayer,Lass es mich versuchen
834,let us out,let us out,déjanos salir,Laissez-nous sortir,Lass uns raus
835,let's chat,let us chat,charlemos,discutons,lass uns chatten
836,let's kiss,let us kiss,besémonos,embrassons-nous,lass uns küssen
837,let's pray,let us pray,Dejanos rezar,nous laisse prier,Lass uns beten
838,let's talk,let us talk,Dejanos hablar,laisse-nous parler,Lass uns reden
839,let's work,let us work,déjanos trabajar,laissez-nous travailler,lass uns arbeiten
840,lighten up,lighten up,aligerar,éclaircir,aufhellen
841,look again,look again,mirar de nuevo,regarde encore,Schau nochmal
842,look at it,look at it,Míralo,Regarde ça,schau es dir an
843,look at me,look at me,Mírame,Regardez-moi,Schau mich an
844,look at us,look at us,Míranos,regarde nous,Schau uns an
845,look it up,look it up,búscalo,Cherchez-le,Schlag es nach
846,love hurts,love hurts,el amor duele,l'amour fait mal,Liebe tut weh
847,mama cried,mama cried,mamá lloró,maman a pleuré,Mama hat geweint
848,never mind,never mind,no importa,tant pis,egal
849,no comment,no comment,sin comentarios,aucun commentaire,kein Kommentar
850,no kidding,no kidding,en serio,sans blague,Im Ernst
851,no problem,no problem,No hay problema,aucun problème,Kein Problem
852,"oh, really",oh  really,"ah, de verdad",oh vraiment,Ja wirklich
853,once again,once again,una vez más,encore une fois,Noch einmal
854,pick it up,pick it up,recogerlo,ramasser,Heb es auf
855,please sit,please sit,Por favor sientate,Asseyez-vous s'il vous plait,bitte setzen
856,replace it,replace it,reemplázalo,le remplacer,ersetze es
857,run for it,run for it,Corre por ello,fonce,laufen dafür
858,say please,say please,Di por favor,dis s'il te plait,Sag bitte
859,shadow him,shadow him,sombra de él,lui faire de l'ombre,beschatten ihn
860,she is old,she is old,ella es vieja,elle est vieille,Sie ist alt
861,she smiled,she smiled,ella sonrió,elle a souri,Sie lächelte
862,she's busy,she is busy,Ella está ocupada,elle est occupée,Sie ist beschäftigt
863,she's nice,she is nice,ella es agradable,elle est belle,Sie ist nett
864,smell this,smell this,huele esto,sens ça,rieche das
865,stand back,stand back,un paso atrás,reculer,treten Sie zurück
866,start here,start here,empieza aqui,commencer ici,Fang hier an
867,start over,start over,comenzar de nuevo,recommencer,Von vorn anfangen
868,stay alert,stay alert,Manténgase alerta,Soyez alerte,bleibe wachsam
869,stay awake,stay awake,Mantente despierto,rester éveillé,wach bleiben
870,stay close,stay close,Quédate cerca,reste proche,bleib in der Nähe
871,stay sharp,stay sharp,estar atento,rester vif,Bleib scharf
872,stay still,stay still,quedarse quieto,reste immobile,bleib ruhig
873,step aside,step aside,Hazte a un lado,écartez vous,zur Seite gehen
874,stop lying,stop lying,deja de mentir,arrête de mentir,Hör auf zu lügen
875,study hard,study hard,estudiar mucho,étudier dur,lerne fleißig
876,take a bus,take a bus,tomar el autobús,prendre le bus,nehmen Sie einen Bus
877,take a nap,take a nap,tomar una siesta,faire une sieste,ein Nickerchen machen
878,take cover,take cover,ponerse a cubierto,se mettre à l'abri,in Deckung gehen
879,take notes,take notes,toma nota,prendre des notes,mache Notizen
880,take these,take these,toma estos,prend ça,Nimm diese
881,talk to me,talk to me,háblame,parle-moi,sprechen Sie mit mir
882,taste this,taste this,prueba esto,goûte ça,schmeckt das
883,that a boy,that a boy,ese chico,qu'un garçon,das ein Junge
884,that hurts,that hurts,eso duele,ça fait mal,das tut weh
885,that works,that works,eso funciona,ça marche,das funktioniert
886,that's all,that is all,eso es todo,c'est tout,das ist alles
887,that's fun,that is fun,Esto es divertido,C'est amusant,das macht Spaß
888,that's her,that is her,esa es ella,c'est elle,das ist sie
889,that's his,that is his,ese es el suyo,c'est le sien,das ist seins
890,that's odd,that is odd,Eso es raro,c'est étrange,das ist merkwürdig
891,they agree,they agree,ellos están de acuerdo,Ils sont d'accord,Sie sind einverstanden
892,they cheat,they cheat,hacen trampa,ils trichent,sie betrügen
893,they voted,they voted,votaron,ils ont voté,sie haben gestimmt
894,this is it,this is it,eso es todo,Ça y est,Das ist es
895,this works,this works,esto funciona,cela marche,das funktioniert
896,time flies,time flies,el tiempo vuela,le temps passe,Zeit vergeht
897,time is up,time is up,El tiempo ha terminado,Le temps s'est écoulé,Die Zeit ist um
898,tom agrees,tom agrees,Tom está de acuerdo,Tom est d'accord,Tom stimmt zu
899,tom cheats,tom cheats,tom hace trampa,Tom triche,Tom betrügt
900,tom cursed,tom cursed,Tom maldijo,tom maudit,Tom fluchte
901,tom drinks,tom drinks,Tom bebe,Tom boit,Tom trinkt
902,tom drives,tom drives,tom conduce,lecteurs de tom,tom fährt
903,tom forgot,tom forgot,Tom se olvidó,Tom a oublié,tom hat vergessen
904,tom helped,tom helped,Tom ayudó,tom a aidé,tom hat geholfen
905,tom is fat,tom is fat,tom es gordo,tom est gros,Tom ist fett
906,tom is mad,tom is mad,Tom está enojado,Tom est fou,tom ist sauer
907,tom is new,tom is new,tom es nuevo,tom est nouveau,Tom ist neu
908,tom is sad,tom is sad,Tom está triste,tom est triste,Tom ist traurig
909,tom jumped,tom jumped,Tom saltó,tom a sauté,tom sprang
910,tom looked,tom looked,Tom miró,Tom a regardé,Tom sah
911,tom nodded,tom nodded,tom asintió,Tom hocha la tête,Tom nickte
912,tom obeyed,tom obeyed,Tom obedeció,Tom a obéi,Tom gehorchte
913,tom sighed,tom sighed,Tom suspiró,Tom soupira,Tom seufzte
914,tom snores,tom snores,tom ronca,Tom ronfle,Tom schnarcht
915,tom stayed,tom stayed,Tom se quedó,Tom est resté,Tom ist geblieben
916,tom stinks,tom stinks,Tom apesta,Tom pue,Tom stinkt
917,tom talked,tom talked,Tom habló,tom a parlé,tom hat geredet
918,tom yawned,tom yawned,Tom bostezó,Tom bâilla,Tom gähnte
919,tom'll cry,tom ll cry,Tom llorará,Tom va pleurer,Tom wird weinen
920,tom'll pay,tom ll pay,Tom pagará,Tom va payer,Tom wird bezahlen
921,tom's dead,tom s dead,Tom está muerto,tom est mort,Tom ist tot
922,tom's deaf,tom s deaf,tom es sordo,Tom est sourd,Tom ist taub
923,tom's died,tom s died,tom murió,tom est mort,Toms ist gestorben
924,tom's fast,tom s fast,Tom es rápido,tom est rapide,Tom ist schnell
925,tom's free,tom s free,tom es gratis,tom est libre,Tom ist frei
926,tom's glad,tom s glad,Tom está contento,Tom est content,Tom ist froh
927,tom's gone,tom s gone,Tom se ha ido,tom est parti,Tom ist weg
928,tom's here,tom s here,Tom está aquí,tom est là,Tom ist hier
929,tom's home,tom s home,la casa de tom,la maison de tom,Toms Zuhause
930,tom's hurt,tom s hurt,Tom está herido,tom est blessé,Tom ist verletzt
931,tom's left,tom s left,Tom queda,tom est parti,Tom ist gegangen
932,tom's safe,tom s safe,Tom está a salvo,tom est en sécurité,Tom ist sicher
933,tom's weak,tom s weak,tom es débil,tom est faible,Tom ist schwach
934,tom's well,tom s well,Tom está bien,tom va bien,Tom geht es gut
935,tough luck,tough luck,mala suerte,mauvais chance,Pech gehabt
936,turn it up,turn it up,sube el volumen,monte le,Dreh es auf
937,wait a bit,wait a bit,espera un poco,attends un peu,warten Sie ein wenig
938,wait a sec,wait a sec,espera un segundo,Attend une seconde,Moment mal
939,we all die,we all die,todos morimos,nous allons tous mourir,wir sterben alle
940,we all lie,we all lie,todos mentimos,nous mentons tous,wir alle lügen
941,we are men,we are men,somos hombres,nous sommes des hommes,wir sind Männer
942,we buy cds,we buy cds,compramos discos,nous achetons des CD,Wir kaufen CDs
943,we can pay,we can pay,podemos pagar,nous pouvons payer,wir können bezahlen
944,we can try,we can try,podemos intentar,nous pouvons essayer,wir können es versuchen
945,we can win,we can win,podemos ganar,nous pouvons gagner,Wir können gewinnen
946,we like it,we like it,nos gusta,nous l'aimons,wir mögen es
947,we made it,we made it,lo hicimos,nous l'avons fait,wir haben es geschafft
948,we must go,we must go,debemos irnos,nous devons partir,Wir müssen gehen
949,we need it,we need it,lo necesitamos,nous en avons besoin,wir brauchen es
950,we saw you,we saw you,te vimos,on t'a vu,wir haben dich gesehen
951,we want it,we want it,lo queremos,Nous le voulons,wir wollen es
952,we'll cook,we will cook,vamos a cocinar,nous cuisinerons,wir werden kochen
953,we'll fail,we will fail,vamos a fallar,nous échouerons,wir werden scheitern
954,we'll help,we will help,Ayudaremos,Nous aiderons,wir werden helfen
955,we'll obey,we will obey,vamos a obedecer,nous obéirons,wir werden gehorchen
956,we'll pass,we will pass,pasaremos,nous passerons,wir werden bestehen
957,we'll swim,we will swim,nosotros nadaremos,nous allons nager,wir werden schwimmen
958,we'll wait,we will wait,esperaremos,nous attendrons,wir werden warten
959,we'll walk,we will walk,caminaremos,nous allons marcher,wir werden laufen
960,we'll work,we will work,Nosotros trabajaremos,nous travaillerons,Wir werden arbeiten
961,we're back,we are back,estamos de vuelta,nous sommes de retour,wir sind zurück
962,we're boys,we are boys,somos niños,nous sommes des garçons,wir sind Jungs
963,we're busy,we are busy,estamos ocupados,nous sommes occupés,Wir sind beschäftigt
964,we're calm,we are calm,estamos calmados,nous sommes calmes,wir sind ruhig
965,we're done,we are done,hemos terminado,nous avons fini,wir sind fertig
966,we're even,we are even,estamos a mano,nous sommes quittes,wir sind quitt
967,we're fine,we are fine,estamos bien,nous allons bien,wir sind in Ordnung
968,we're here,we are here,estamos aquí,nous sommes ici,wir sind hier
969,we're home,we are home,estamos en casa,nous sommes chez nous,wir sind zu Hause
970,we're late,we are late,vamos tarde,nous sommes en retard,wir sind spät
971,we're lazy,we are lazy,somos perezosos,Nous sommes paresseux,Wir sind faul
972,we're lost,we are lost,estamos perdidos,nous sommes perdus,wir sind verloren
973,we're rich,we are rich,Somos ricos,nous sommes riches,wir sind reich
974,we're safe,we are safe,estamos a salvo,nous sommes en sécurité,Wir sind sicher
975,we're sunk,we are sunk,estamos hundidos,nous sommes coulés,wir sind versunken
976,we're weak,we are weak,somos débiles,nous sommes faibles,wir sind schwach
977,what a day,what a day,que dia,quelle journée,was für ein Tag
978,what is it,what is it,¿qué es?,qu'est-ce que c'est,Was ist es
979,what's new,what is new,Qué es nuevo,ce qui est nouveau,was ist neu
980,where am i,where am i,Dónde estoy,Où suis-je,wo bin ich
981,who are we,who are we,quienes somos,qui sommes nous,Wer sind wir
982,who did it,who did it,quién lo hizo,qui l'a fait,Wer war es
983,who has it,who has it,quien lo tiene,qui l'a,Wer hat es
984,who is tom,who is tom,quien es Tom,qui est tom,wer ist Tom
985,who phoned,who phoned,quien llamo,qui a téléphoné,wer angerufen hat
986,who saw me,who saw me,quien me vio,qui m'a vu,wer hat mich gesehen
987,who stayed,who stayed,quien se quedo,qui est resté,wer blieb
988,who talked,who talked,quien hablo,qui a parlé,wer sprach
989,who yelled,who yelled,quien gritó,qui a crié,wer schrie
990,who's here,who is here,Quién está aquí,qui est là,Wer ist hier
991,who's that,who is that,quién es ese,qui est-ce,Wer ist das
992,why bother,why bother,por qué molestarse,pourquoi s'embêter,warum die Mühe
993,you decide,you decide,tú decides,tu décides,du entscheidest
994,you did it,you did it,lo hiciste,tu l'as fait,du hast es geschafft
995,you may go,you may go,tu puedes ir,tu peux partir,du darfst gehen
996,you're bad,you are bad,eres malo,tu es méchant,Sie sind schlecht
997,you're big,you are big,eres grande,tu es grand,Du bist groß
998,you're fun,you are fun,eres divertido,tu es drôle,du bist lustig
999,you're odd,you are odd,usted es extraño,tu es bizarre,du bist seltsam
1000,you're old,you are old,eres viejo,vous êtes vieux,du bist alt
1001,you're sad,you are sad,estas triste,vous êtes triste,du bist traurig
1002,you're shy,you are shy,eres tímido,tu es timide,du bist schüchtern
1003,you've won,you have won,usted ha ganado,tu as gagné,du hast gewonnen
1004,all is well,all is well,todo está bien,Tout est bien,Alles ist gut
1005,am i hungry,am i hungry,estoy hambriento,ai-je faim,bin ich hungrig
1006,am i stupid,am i stupid,soy estúpido,suis-je stupide,bin ich dumm
1007,anyone home,anyone home,Alguien en casa,n'importe qui à la maison,ist jemand zuhause
1008,anyone hurt,anyone hurt,alguien lastimado,quelqu'un a blessé,jemand verletzt
1009,are we done,are we done,terminamos,avons-nous fini,sind wir fertig
1010,are we lost,are we lost,estamos perdidos,sommes-nous perdu,sind wir verloren
1011,are we safe,are we safe,¿estamos a salvo?,sommes-nous en sécurité,sind wir sicher
1012,are you tom,are you tom,Eres Tom,es-tu tom,Bist du Tom
1013,are you hot,are you hot,estas caliente,es-tu chaud,Bist du heiß?
1014,are you mad,are you mad,estas loco,t'es en colère,bist du böse
1015,are you new,are you new,eres nuevo,es-tu Nouveau,bist du neu
1016,are you sad,are you sad,estas triste,es-tu triste,bist du traurig
1017,ask anybody,ask anybody,pregúntale a cualquiera,demander à n'importe qui,frag irgendjemanden
1018,be creative,be creative,ser creativo,sois créatif,Seien Sie kreativ
1019,be discreet,be discreet,se discreto,être discret,sei diskret
1020,be friendly,be friendly,Sé amable,être amical,sei freundlich
1021,be generous,be generous,Sé generoso,être généreux,sei großzügig
1022,be merciful,be merciful,se misericordioso,sois miséricordieux,sei gnädig
1023,be prepared,be prepared,estar preparado,être prêt,sei vorbereitet
1024,be punctual,be punctual,ser puntual,être ponctuel,sei pünktlich
1025,be ruthless,be ruthless,ser despiadado,être impitoyable,rücksichtslos sein
1026,be sensible,be sensible,ser sensible,être raisonnable,empfindlich sein
1027,be watchful,be watchful,estar atento,être vigilant,sei aufmerksam
1028,be yourself,be yourself,ser uno mismo,Soistoimême,sei du selbst
1029,beer's good,beer s good,la cerveza es buena,la bière est bonne,Bier ist gut
1030,break it up,break it up,romperlo,le casser,breche es auf
1031,can i begin,can i begin,puedo empezar,puis-je commencer,kann ich anfangen
1032,can it wait,can it wait,puede esperar,peut-il attendre,kann es warten
1033,can we come,can we come,Podemos ir,pouvons-nous venir,können wir kommen
1034,can we help,can we help,Podemos ayudar,pouvons-nous aider,können wir helfen
1035,can we stop,can we stop,podemos parar,pouvons-nous arrêter,können wir aufhören
1036,can we talk,can we talk,podemos hablar,Pouvons-nous parler,können wir sprechen
1037,can you see,can you see,puedes ver,Peux tu voir,kannst du sehen
1038,can you ski,can you ski,puedes esquiar,peux-tu skier,kannst du Ski fahren
1039,can you try,can you try,puedes intentar,peux-tu essayer,kannst du es versuchen
1040,check again,check again,revisar otra vez,revérifier,erneut überprüfen
1041,clean it up,clean it up,limpialo,nettoie ça,mach es sauber
1042,come get it,come get it,ven por él,viens le chercher,Komm und hol es dir
1043,come get me,come get me,venir a buscarme,venir me chercher,"Komm, hole mich"
1044,come inside,come inside,entra,entre,Komm herein
1045,come off it,come off it,Venga ya,en sortir,komm davon ab
1046,cook for me,cook for me,cocina para mi,cuisine pour moi,Koch für mich
1047,count me in,count me in,cuenta conmigo,compte sur moi,ich bin dabei
1048,cover it up,cover it up,cubrelo,couvrez-le,verdecke es
1049,deal me out,deal me out,tratarme,distribue-moi,Deal mich aus
1050,did tom eat,did tom eat,Tom comió,est-ce que Tom a mangé,hat Tom gegessen
1051,did it hurt,did it hurt,dolió,est-ce que ça fait mal,Hat es wehgetan
1052,did you win,did you win,Ganaste,as-tu gagné,hast du gewonnen
1053,do it again,do it again,hazlo otra vez,refais-le,mach es nochmal
1054,do it right,do it right,Hazlo bien,Fais-le bien,mach es richtig
1055,do you fish,do you fish,tu pescas,pêchez-vous,fischst du
1056,do your job,do your job,Haz tu trabajo,Fais ton travail,Mach deinen Job
1057,don't cheat,do not cheat,no hagas trampa,ne pas tricher,Betrüge nicht
1058,don't do it,do not do it,no lo hagas,ne fais pas ça,TU es nicht
1059,don't fight,do not fight,no luches,Ne vous battez pas,Kämpfe nicht
1060,don't gloat,do not gloat,no te regodees,ne te réjouis pas,weide dich nicht
1061,don't laugh,do not laugh,no te rías,ne riez pas,Lach nicht
1062,don't leave,do not leave,no te vayas,ne pars pas,geh nicht
1063,don't panic,do not panic,no te asustes,ne panique pas,keine Panik
1064,don't shoot,do not shoot,no dispares,ne tirez pas,nicht schießen
1065,don't shout,do not shout,no grites,Ne criez pas,schreien Sie nicht
1066,don't smile,do not smile,no sonrías,ne souris pas,lächle nicht
1067,don't smoke,do not smoke,no fume,ne pas fumer,nicht rauchen
1068,don't speak,do not speak,no hables,ne parlez pas,nicht sprechen
1069,don't worry,do not worry,No te preocupes,ne t'en fais pas,keine Sorge
1070,finish this,finish this,termina esto,finir ça,beende das
1071,flip a coin,flip a coin,lanza una moneda,lancer une pièce,eine Münze werfen
1072,forgive tom,forgive tom,perdona a tom,pardonne à tom,verzeih Tom
1073,get dressed,get dressed,vestirse,s'habiller,sich anziehen
1074,get serious,get serious,Ponte serio,devenir sérieux,Ernst
1075,get the box,get the box,consigue la caja,obtenir la boîte,nimm die Kiste
1076,go have fun,go have fun,ve a divertirte,amuse-toi bien,geh und hab Spass
1077,go home now,go home now,vete a casa ahora,Rentre à la maison maintenant,geh jetzt nach Hause
1078,go on ahead,go on ahead,Ve adelante,aller de l'avant,Geh vor
1079,go to sleep,go to sleep,ve a dormir,va te coucher,geh ins Bett
1080,go with tom,go with tom,ve con tom,va avec tom,geh mit tom
1081,grab a seat,grab a seat,toma asiento,prenez un siège,Platz nehmen
1082,have a beer,have a beer,toma una cerveza,prendre une bière,Trink ein Bier
1083,have a look,have a look,echar un vistazo,regarde,Guck mal
1084,have a seat,have a seat,toma asiento,asseyez-vous,nehmen Sie Platz
1085,have we met,have we met,Nos conocemos,Nous sommes nous rencontrés,haben wir uns getroffen
1086,he can come,he can come,el puede venir,il peut venir,er kann kommen
1087,he can read,he can read,él puede leer,il sait lire,er kann lesen
1088,he can swim,he can swim,puede nadar,il peut nager,er kann schwimmen
1089,he chuckled,he chuckled,se rio,il en riant,er gluckste
1090,he found it,he found it,Lo encontró,il l'a trouvé,er fand es
1091,he got away,he got away,se escapó,il est parti,Er kam davon
1092,he grew old,he grew old,envejeció,il a vieilli,er wurde alt
1093,he has come,he has come,Él ha venido,il est venu,Er ist gekommen
1094,he has guts,he has guts,tiene agallas,il a du cran,er hat Mut
1095,he has wine,he has wine,el tiene vino,il a du vin,er hat Wein
1096,he helps us,he helps us,el nos ayuda,il nous aide,er hilft uns
1097,he is drunk,he is drunk,Está borracho,il est ivre,er ist betrunken
1098,he is eight,he is eight,el tiene ocho años,il a huit ans,er ist acht
1099,he is hated,he is hated,el es odiado,il est détesté,er wird gehasst
1100,he is nasty,he is nasty,el es desagradable,il est méchant,er ist böse
1101,he is young,he is young,el es joven,il est jeune,er ist jung
1102,he likes me,he likes me,le gusto a él,il m'aime,er mag mich
1103,he loves me,he loves me,el me ama,Il m'aime,er liebt mich
1104,he loves us,he loves us,él nos ama,il nous aime,er liebt uns
1105,he needs it,he needs it,El lo necesita,il en a besoin,er braucht es
1106,he resigned,he resigned,renunció,il a démissioné,er resignierte
1107,he squinted,he squinted,entrecerró los ojos,il louchait,er blinzelte
1108,he stood up,he stood up,él se paró,Il s'est levé,er stand auf
1109,he was busy,he was busy,el estaba ocupado,Il était occupé,er war beschäftigt
1110,he's a hunk,he is a hunk,el es un galán,c'est un beau gosse,er ist ein kerl
1111,he's a jerk,he is a jerk,el es un idiota,c'est un con,er ist ein Idiot
1112,he's a liar,he is a liar,el es un mentiroso,c'est un menteur,er ist ein Lügner
1113,he's a nerd,he is a nerd,el es un nerd,c'est un nerd,er ist ein Nerd
1114,he's a slob,he is a slob,el es un vagabundo,c'est un plouc,er ist ein schlüpfer
1115,he's asleep,he is asleep,él está dormido,il est endormi,Er schläft
1116,he's coming,he is coming,él viene,il arrive,er kommt
1117,he's crying,he is crying,él esta llorando,il pleure,er weint
1118,he's faking,he is faking,el esta fingiendo,il fait semblant,er täuscht
1119,he's loaded,he is loaded,el esta cargado,il est chargé,er ist geladen
1120,he's my age,he is my age,el es de mi edad,il a mon âge,er ist in meinem alter
1121,he's not in,he is not in,El no esta adentro,il n'est pas dans,er ist nicht drin
1122,hello again,hello again,Hola de nuevo,Rebonjour,Hallo wieder
1123,help me out,help me out,ayúdame,aide moi,helfen Sie mir
1124,here i come,here i come,aquí vengo,j'arrive,Hier komme ich
1125,here she is,here she is,aqui esta ella,elle est là,hier ist sie
1126,here we are,here we are,aquí estamos,Nous voilà,hier sind wir
1127,"here, catch",here  catch,aquí captura,ici attraper,hier fangen
1128,how are you,how are you,cómo estás,Comment ça va,wie gehts
1129,how curious,how curious,que curioso,comme c'est curieux,wie neugierig
1130,how is life,how is life,como es la vida,Comment est la vie,Wie ist das Leben
1131,i also went,i also went,yo tambien fui,j'y suis aussi allé,Ich bin auch gegangen
1132,i am a cook,i am a cook,Soy un cocinero,je suis un cuisinier,Ich bin ein Koch
