,English,English_cleaned,Spanish,French,German
304,i can verify that,i can verify that,puedo verificar eso,je peux vérifier que,das kann ich verifizieren
305,i can't afford it,i cannot afford it,No me lo puedo permitir,Je ne peux pas me le permettre,ich kann mir das nicht leisten
306,i can't blame him,i cannot blame him,no puedo culparlo,je ne peux pas le blâmer,ich kann es ihm nicht verübeln
307,i can't blame you,i cannot blame you,no puedo culparte,je ne peux pas te blâmer,Ich kann dir nicht die Schuld geben
308,i can't keep this,i cannot keep this,no puedo quedarme con esto,je ne peux pas garder ça,ich kann das nicht behalten
309,i can't leave now,i cannot leave now,no puedo irme ahora,je ne peux pas partir maintenant,Ich kann jetzt nicht gehen
310,i can't place him,i cannot place him,no puedo ubicarlo,je ne peux pas le placer,ich kann ihn nicht einordnen
311,i can't read lips,i cannot read lips,no puedo leer los labios,je ne peux pas lire sur les lèvres,Ich kann Lippen nicht lesen
312,i can't risk that,i cannot risk that,no puedo arriesgarme a eso,je ne peux pas risquer ça,das kann ich nicht riskieren
313,i can't slow down,i cannot slow down,no puedo reducir la velocidad,je ne peux pas ralentir,ich kann nicht langsamer werden
314,i can't stand him,i cannot stand him,no lo soporto,Je ne peux pas le supporter,Ich kann ihn nicht ausstehen
315,i can't swim well,i cannot swim well,no puedo nadar bien,je ne sais pas bien nager,Ich kann nicht gut schwimmen
316,i can't trust him,i cannot trust him,no puedo confiar en el,je ne peux pas lui faire confiance,ich kann ihm nicht vertrauen
317,i changed clothes,i changed clothes,me cambié de ropa,j'ai changé de vêtements,ich habe mich umgezogen
318,i changed my mind,i changed my mind,Cambié de opinión,j'ai changé d'avis,Ich habe meine Meinung geändert
319,i checked my bags,i checked my bags,revisé mis maletas,j'ai vérifié mes bagages,Ich habe meine Taschen überprüft
320,i checked outside,i checked outside,revisé afuera,j'ai vérifié à l'extérieur,Ich habe draußen nachgesehen
321,i closed the book,i closed the book,cerré el libro,j'ai fermé le livre,Ich habe das Buch geschlossen
322,i come from japan,i come from japan,Vengo de Japón,je viens du japon,Ich komme aus Japan
323,i considered that,i considered that,consideré eso,j'ai considéré que,das habe ich mir überlegt
324,i could intervene,i could intervene,yo podria intervenir,je pourrais intervenir,ich könnte eingreifen
325,i could tutor you,i could tutor you,podría enseñarte,je pourrais te donner des cours,Ich könnte dir Nachhilfe geben
326,i couldn't get it,i could not get it,no pude conseguirlo,je ne pouvais pas l'obtenir,Ich konnte es nicht bekommen
327,i couldn't refuse,i could not refuse,no pude negarme,je ne pouvais pas refuser,ich konnte nicht ablehnen
328,i deny everything,i deny everything,lo niego todo,je nie tout,Ich leugne alles
329,i deserved better,i deserved better,me merecia algo mejor,je méritais mieux,Ich habe Besseres verdient
330,i did a bad thing,i did a bad thing,hice algo malo,j'ai fait une mauvaise chose,Ich habe etwas Schlimmes getan
331,i did a lot today,i did a lot today,hice mucho hoy,j'ai fait beaucoup aujourd'hui,ich habe heute viel gemacht
332,i did all i could,i did all i could,hice todo lo que pude,j'ai fait tout ce que j'ai pu,"Ich habe alles getan, was ich konnte"
333,i did it just now,i did it just now,lo hice justo ahora,je l'ai fait à l'instant,Ich habe es gerade getan
334,i did my homework,i did my homework,hice mi tarea,J'ai fait mes devoirs,Ich habe meine Hausaufgaben gemacht
335,i did this myself,i did this myself,yo mismo hice esto,je l'ai fait moi-même,ich habe das selbst gemacht
336,i did you a favor,i did you a favor,te hice un favor,je t'ai rendu service,Ich habe dir einen Gefallen getan
337,i didn't break it,i did not break it,no lo rompí,je ne l'ai pas cassé,Ich habe es nicht gebrochen
338,i didn't buy them,i did not buy them,no los compre,je ne les ai pas acheté,ich habe sie nicht gekauft
339,i didn't clean it,i did not clean it,no lo limpié,je ne l'ai pas nettoyé,Ich habe es nicht gereinigt
340,i didn't feel bad,i did not feel bad,no me senti mal,je ne me sentais pas mal,ich fühlte mich nicht schlecht
341,i didn't graduate,i did not graduate,no me gradué,je n'ai pas été diplômé,Ich habe keinen Abschluss gemacht
342,i didn't hear you,i did not hear you,no te escuché,je ne t'ai pas entendu,ich habe dich nicht verstanden
343,i didn't kill tom,i did not kill tom,yo no maté a tom,je n'ai pas tué tom,Ich habe Tom nicht getötet
344,i didn't kiss tom,i did not kiss tom,no besé a tom,je n'ai pas embrassé tom,Ich habe Tom nicht geküsst
345,i didn't know tom,i did not know tom,no conocía a tom,je ne connaissais pas tom,Ich kannte Tom nicht
346,i didn't know how,i did not know how,no supe como,je ne savais pas comment,ich wusste nicht wie
347,i didn't register,i did not register,no me registré,je ne me suis pas inscrit,Ich habe mich nicht registriert
348,i didn't say that,i did not say that,Yo no dije eso,je n'ai pas dit ça,das habe ich nicht gesagt
349,i didn't see much,i did not see much,no vi mucho,je n'ai pas vu grand chose,Ich habe nicht viel gesehen
350,i didn't steal it,i did not steal it,no lo robé,je ne l'ai pas volé,Ich habe es nicht gestohlen
351,i didn't touch it,i did not touch it,no lo toque,je n'y ai pas touché,Ich habe es nicht berührt
352,i do all the work,i do all the work,yo hago todo el trabajo,je fais tout le travail,Ich mache die ganze Arbeit
353,i do my work well,i do my work well,hago bien mi trabajo,je fais bien mon travail,Ich mache meine Arbeit gut
354,i do not feel sad,i do not feel sad,no me siento triste,je ne me sens pas triste,ich fühle mich nicht traurig
355,i don't accept it,i do not accept it,no lo acepto,je ne l'accepte pas,Ich akzeptiere es nicht
356,i don't blame you,i do not blame you,No te culpo,Je ne vous blâme pas,Ich mache Ihnen keine Vorwürfe
357,i don't deny this,i do not deny this,no niego esto,je ne le nie pas,ich bestreite das nicht
358,i don't even vote,i do not even vote,ni siquiera voto,je ne vote même pas,Ich wähle nicht einmal
359,i don't feel good,i do not feel good,no me siento bien,Je ne me sens pas bien,ich fühle mich nicht gut
360,i don't feel sick,i do not feel sick,no me siento enfermo,je ne me sens pas malade,Ich fühle mich nicht krank
361,i don't feel well,i do not feel well,No me siento bien,Je ne me sens pas bien,Ich fühle mich nicht wohl
362,i don't get opera,i do not get opera,no entiendo opera,je ne comprends pas l'opéra,Ich bekomme keine Oper
363,i don't have kids,i do not have kids,Yo no tengo niños,je ne ai pas d'enfants,Ich habe keine Kinder
364,i don't have long,i do not have long,no tengo mucho tiempo,je n'ai pas longtemps,Ich habe nicht lange
365,i don't have that,i do not have that,No tengo eso,je n'ai pas ça,das habe ich nicht
366,i don't have time,i do not have time,no tengo tiempo,je n'ai pas le temps,Ich habe keine Zeit
367,i don't know them,i do not know them,Yo no se de ellos,je ne les connais pas,ich kenne sie nicht
368,i don't like beef,i do not like beef,no me gusta la carne de res,je n'aime pas le boeuf,Ich mag kein Rindfleisch
369,i don't like cops,i do not like cops,no me gustan los policías,je n'aime pas les flics,Ich mag keine Polizisten
370,i don't like dogs,i do not like dogs,no me gustan los perros,Je n'aime pas les chiens,Ich mag keine Hunde
371,i don't like eggs,i do not like eggs,no me gustan los huevos,je n'aime pas les oeufs,Ich mag keine Eier
372,i don't like kids,i do not like kids,no me gustan los niños,je n'aime pas les enfants,Ich mag keine Kinder
373,i don't like math,i do not like math,No me gustan las matemáticas,je n'aime pas les mathématiques,ich mag Mathematik nicht
374,i don't like meat,i do not like meat,No me gusta la carne,je n'aime pas la viande,ich mag kein Fleisch
375,i don't like rain,i do not like rain,no me gusta la lluvia,je n'aime pas la pluie,Ich mag keinen Regen
376,i don't like sand,i do not like sand,no me gusta la arena,je n'aime pas le sable,Ich mag keinen Sand
377,i don't like snow,i do not like snow,no me gusta la nieve,je n'aime pas la neige,Ich mag keinen Schnee
378,i don't like that,i do not like that,no me gusta eso,je n'aime pas ça,ich mag das nicht
379,i don't like this,i do not like this,No me gusta esto,je n'aime pas ça,ich mag das nicht
380,i don't need luck,i do not need luck,no necesito suerte,je n'ai pas besoin de chance,Ich brauche kein Glück
381,i don't negotiate,i do not negotiate,yo no negocio,je ne négocie pas,ich verhandle nicht
382,i don't trust you,i do not trust you,no confío en tí,je ne te fais pas confiance,Ich vertraue Ihnen nicht
383,i don't want meat,i do not want meat,no quiero carne,je ne veux pas de viande,Ich will kein Fleisch
384,i don't want that,i do not want that,no quiero eso,Je ne veux pas ça,ich möchte das nicht
385,i don't work here,i do not work here,No trabajo aquí,Je ne travaille pas ici,ich arbeite hier nicht
386,i drank the water,i drank the water,bebí el agua,j'ai bu de l'eau,Ich habe das Wasser getrunken
387,i dream in french,i dream in french,sueño en frances,je rêve en français,ich träume auf französisch
388,i dropped my keys,i dropped my keys,se me cayeron las llaves,j'ai laissé tomber mes clés,Ich habe meine Schlüssel verloren
389,i enjoy traveling,i enjoy traveling,disfruto viajar,j'aime voyager,Ich reise gerne
390,i feel better now,i feel better now,Me siento mejor ahora,Je me sens mieux maintenant,Ich fühle mich jetzt besser
391,i feel really bad,i feel really bad,Me siento realmente mal,je me sens vraiment mal,ich fühle mich richtig schlecht
392,i feel ridiculous,i feel ridiculous,me siento ridículo,je me sens ridicule,ich fühle mich lächerlich
393,i feel safer here,i feel safer here,me siento más seguro aquí,je me sens plus en sécurité ici,ich fühle mich hier sicherer
394,i feel their pain,i feel their pain,siento su dolor,je ressens leur douleur,Ich fühle ihren Schmerz
395,i feel vulnerable,i feel vulnerable,me siento vulnerable,je me sens vulnérable,ich fühle mich verwundbar
396,i feel well today,i feel well today,me siento bien hoy,je me sens bien aujourd'hui,ich fühle mich heute wohl
397,i felt threatened,i felt threatened,me sentí amenazado,je me suis senti menacé,ich fühlte mich bedroht
398,i felt very happy,i felt very happy,me sentí muy feliz,je me suis senti très heureux,Ich fühlte mich sehr glücklich
399,i finally escaped,i finally escaped,finalmente escapé,je me suis finalement échappé,Ich bin endlich entkommen
400,i finally gave up,i finally gave up,finalmente me di por vencido,j'ai finalement abandonné,ich habe schließlich aufgegeben
401,i find that funny,i find that funny,me parece gracioso,je trouve ça marrant,das find ich lustig
402,i forgot my scarf,i forgot my scarf,olvidé mi bufanda,j'ai oublié mon écharpe,Ich habe meinen Schal vergessen
403,i forgot the book,i forgot the book,olvidé el libro,j'ai oublié le livre,Ich habe das Buch vergessen
404,i found a way out,i found a way out,encontré una salida,j'ai trouvé une issue,Ich habe einen Ausweg gefunden
405,i found him a job,i found him a job,le encontré un trabajo,je lui ai trouvé un travail,Ich habe ihm einen Job besorgt
406,i found the money,i found the money,encontré el dinero,j'ai trouvé l'argent,Ich habe das Geld gefunden
407,i gave him a book,i gave him a book,le di un libro,je lui ai donné un livre,Ich habe ihm ein Buch gegeben
408,i gave him a call,i gave him a call,le di una llamada,je lui ai téléphoné,Ich rief ihn an
409,i gave you a book,i gave you a book,te di un libro,je t'ai donné un livre,Ich habe dir ein Buch gegeben
410,i get good grades,i get good grades,obtengo buenas notas,j'ai de bonnes notes,ich bekomme gute Noten
411,i get the picture,i get the picture,Capto la idea,je reçois l'image,Ich bekomme das Bild
412,i got a bad grade,i got a bad grade,saqué una mala nota,j'ai eu une mauvaise note,Ich habe eine schlechte Note
413,i got a bee sting,i got a bee sting,tengo una picadura de abeja,j'ai eu une piqûre d'abeille,Ich habe einen Bienenstich
414,i got a flat tire,i got a flat tire,tengo un neumático pinchado,j'ai un pneu crevé,Ich habe einen platten Reifen
415,i got first place,i got first place,obtuve el primer lugar,j'ai obtenu la première place,Ich habe den ersten Platz bekommen
416,i got it for free,i got it for free,Lo obtuve gratis,Je l'ai obtenu gratuitement,Ich habe es kostenlos bekommen
417,i got left behind,i got left behind,me quedé atrás,j'ai été laissé pour compte,Ich wurde zurückgelassen
418,i got my hair cut,i got my hair cut,me he cortado el pelo,je vais couper mes cheveux,Ich ließ mir meine Haare schneiden
419,i got off lightly,i got off lightly,me bajé a la ligera,je m'en suis sorti légèrement,Ich bin glimpflich davongekommen
420,i got off the bus,i got off the bus,me bajé del autobús,je suis descendu du bus,Ich stieg aus dem Bus
421,i got soaking wet,i got soaking wet,me empapé,je suis trempé,Ich wurde klatschnass
422,i got very sleepy,i got very sleepy,me dio mucho sueño,j'ai eu très sommeil,Ich wurde sehr schläfrig
423,i guess it's true,i guess it is true,supongo que es verdad,je suppose que c'est vrai,"Ich denke, es ist wahr"
424,i guess that's ok,i guess that is ok,Supongo que está bien,je suppose que c'est ok,"Ich denke, das ist in Ordnung"
425,i had a bad dream,i had a bad dream,tuve un mal sueño,j'ai fait un mauvais rêve,Ich hatte einen schlechten Traum
426,i had a breakdown,i had a breakdown,tuve un colapso,j'ai eu une panne,Ich hatte einen Zusammenbruch
427,i had a good idea,i had a good idea,tuve una buena idea,j'ai eu une bonne idée,Ich hatte eine gute Idee
428,i had a nightmare,i had a nightmare,Tuve una pesadilla,J'ai fait un cauchemar,Ich hatte einen Albtraum
429,i had a rough day,i had a rough day,Tuve un día difícil,j'ai eu une dure journée,Ich hatte einen harten Tag
430,i had an accident,i had an accident,Tuve un accidente,J'ai eu un accident,Ich hatte einen Unfall
431,i had fun with it,i had fun with it,Me divertí con eso,je me suis amusé avec,ich hatte spass damit
432,i had other plans,i had other plans,yo tenia otros planes,j'avais d'autres projets,Ich hatte andere Pläne
433,i had stuff to do,i had stuff to do,tenía cosas que hacer,j'avais des trucs à faire,Ich hatte zu tun
434,i hate being late,i hate being late,odio llegar tarde,je déteste être en retard,"Ich hasse es, zu spät zu kommen"
435,i hate doing that,i hate doing that,odio hacer eso,je déteste faire ça,"Ich hasse es, das zu tun"
436,i hate exercising,i hate exercising,odio hacer ejercicio,je déteste faire du sport,Ich hasse Sport
437,i hate hypocrites,i hate hypocrites,odio a los hipócritas,je déteste les hypocrites,Ich hasse Heuchler
438,i hate mosquitoes,i hate mosquitoes,odio los mosquitos,je déteste les moustiques,Ich hasse Mücken
439,i hate my brother,i hate my brother,odio a mi hermano,je déteste mon frère,Ich hasse meinen Bruder
440,i hate my parents,i hate my parents,odio a mis padres,je déteste mes parents,Ich hasse meine Eltern
441,i hate rainy days,i hate rainy days,odio los días lluviosos,je déteste les jours de pluie,Ich hasse Regentage
442,i hate that color,i hate that color,odio ese color,je déteste cette couleur,ich hasse diese farbe
443,i hate that movie,i hate that movie,odio esa pelicula,je déteste ce film,Ich hasse diesen Film
444,i hate that sound,i hate that sound,odio ese sonido,je déteste ce son,Ich hasse dieses Geräusch
445,i hate that thing,i hate that thing,odio esa cosa,je déteste ce truc,Ich hasse das Ding
446,i hate this music,i hate this music,odio esta musica,je déteste cette musique,ich hasse diese musik
447,i hate this place,i hate this place,odio este lugar,je déteste cet endroit,Ich hasse diesen Ort
448,i hate this store,i hate this store,odio esta tienda,je déteste ce magasin,Ich hasse diesen Laden
449,i hate this thing,i hate this thing,odio esta cosa,je déteste ce truc,Ich hasse dieses Ding
450,i hate to do this,i hate to do this,odio hacer esto,je déteste faire ça,"Ich hasse es, das zu tun"
451,i have tom's keys,i have tom s keys,tengo las llaves de tom,j'ai les clés de tom,Ich habe Toms Schlüssel
452,i have a backache,i have a backache,tengo dolor de espalda,J'ai mal au dos,Ich habe Rückenschmerzen
453,i have a bad cold,i have a bad cold,Tengo un resfriado horrible,j'ai un mauvais rhume,ich habe eine schwere Erkältung
454,i have a big nose,i have a big nose,tengo una nariz grande,j'ai un gros nez,Ich habe eine große Nase
455,i have a computer,i have a computer,tengo una computadora,j'ai un ordinateur,Ich habe einen Computer
456,i have a cut here,i have a cut here,tengo un corte aquí,j'ai une coupure ici,Ich habe hier einen Schnitt
457,i have a daughter,i have a daughter,tengo una hija,J'ai une fille,ich habe eine Tochter
458,i have a good job,i have a good job,Tengo un buen trabajo,j'ai un bon travail,Ich habe einen guten Job
459,i have a hangover,i have a hangover,tengo una resaca,j'ai la gueule de bois,Ich habe einen Kater
460,i have a headache,i have a headache,Me duele la cabeza,J'ai mal à la tête,Ich habe Kopfweh
461,i have a migraine,i have a migraine,tengo una migraña,j'ai une migraine,Ich habe Migräne
462,i have a passport,i have a passport,yo tengo un pasaporte,j'ai un passeport,Ich habe einen Reisepass
463,i have a proposal,i have a proposal,Tengo una propuesta,j'ai une proposition,Ich habe einen Vorschlag
464,i have a question,i have a question,tengo una pregunta,J'ai une question,Ich habe eine Frage
465,i have a sailboat,i have a sailboat,tengo un velero,j'ai un voilier,Ich habe ein Segelboot
466,i have a schedule,i have a schedule,tengo un horario,j'ai un horaire,Ich habe einen Zeitplan
467,i have a solution,i have a solution,Tengo una solución,j'ai une solution,Ich habe eine Lösung
468,i have an earache,i have an earache,Tengo un dolor de oído,j'ai mal aux oreilles,ich habe Ohrenschmerzen
469,i have an old car,i have an old car,tengo un carro viejo,j'ai une vieille voiture,Ich habe ein altes Auto
470,i have apologized,i have apologized,me he disculpado,je me suis excusé,Ich habe mich entschuldigt
471,i have bad breath,i have bad breath,tengo mal aliento,j'ai mauvaise haleine,Ich habe schlechten Atem
472,i have been loved,i have been loved,he sido amado,j'ai été aimé,Ich bin geliebt worden
473,i have brown hair,i have brown hair,tengo el pelo castaño,j'ai les cheveux bruns,ich habe braune Haare
474,i have everything,i have everything,Tengo todo,J'ai tout,Ich habe alles
475,i have many books,i have many books,yo tengo muchos libros,j'ai beaucoup de livres,ich habe viele Bücher
476,i have many discs,i have many discs,tengo muchos discos,j'ai beaucoup de disques,Ich habe viele Discs
477,i have no comment,i have no comment,Sin comentarios,Je n'ai rien à dire,Ich habe kein Kommentar
478,i have no control,i have no control,no tengo control,je n'ai aucun contrôle,Ich habe keine Kontrolle
479,i have no details,i have no details,no tengo detalles,je n'ai pas de détails,Ich habe keine Einzelheiten
480,i have no friends,i have no friends,No tengo amigos,je n'ai pas d'amis,ich habe keine Freunde
481,i have no privacy,i have no privacy,no tengo privacidad,je n'ai pas d'intimité,Ich habe keine Privatsphäre
482,i have no problem,i have no problem,Yo no tengo ningún problema,Je n'ai pas de problème,Ich habe kein Problem
483,i have no regrets,i have no regrets,no tengo excusas,je n'ai pas de regrets,Ich bereue nichts
484,i have no savings,i have no savings,no tengo ahorros,je n'ai pas d'économies,Ich habe keine Ersparnisse
485,i have no sisters,i have no sisters,no tengo hermanas,je n'ai pas de soeurs,Ich habe keine Schwestern
486,i have no weapons,i have no weapons,no tengo armas,je n'ai pas d'armes,Ich habe keine Waffen
487,i have one sister,i have one sister,tengo una hermana,j'ai une soeur,Ich habe eine Schwester
488,i have some gifts,i have some gifts,tengo algunos regalos,j'ai des cadeaux,Ich habe einige Geschenke
489,i have some money,i have some money,Tengo algo de dinero,J'ai de l'argent,Ich habe etwas Geld
490,i have three cats,i have three cats,tengo tres gatos,j'ai trois chats,Ich habe drei Katzen
491,i have three dogs,i have three dogs,yo tengo tres perros,J'ai trois chiens,ich habe drei Hunde
492,i have to do this,i have to do this,Tengo que hacer esto,je dois faire ça,Ich muss das tun
493,i have to go back,i have to go back,tengo que volver,Je dois retourner,Ich muss zurück gehen
494,i have to go home,i have to go home,Tengo que ir a casa,je dois rentrer à la maison,ich muss nach Hause gehen
495,i have your diary,i have your diary,tengo tu diario,j'ai ton journal,Ich habe dein Tagebuch
496,i haven't decided,i have not decided,no he decidido,je n'ai pas décidé,ich habe mich nicht entschieden
497,i haven't started,i have not started,no he empezado,je n'ai pas commencé,ich habe nicht angefangen
498,i heard screaming,i heard screaming,oí gritar,j'ai entendu crier,Ich hörte Schreie
499,i heard something,i heard something,escuché algo,J'ai entendu quelque chose,Ich habe etwas gehört
500,i held his sleeve,i held his sleeve,sostuve su manga,j'ai tenu sa manche,Ich hielt seinen Ärmel
501,i hit rock bottom,i hit rock bottom,toqué fondo,j'ai touché le fond,Ich bin am Tiefpunkt angekommen
502,i hit the jackpot,i hit the jackpot,gané el premio gordo,j'ai touché le jackpot,Ich habe den Jackpot geknackt
503,i hope he's wrong,i hope he is wrong,espero que este equivocado,j'espère qu'il a tort,ich hoffe er liegt falsch
504,i hope she's safe,i hope she is safe,espero que ella esté a salvo,j'espère qu'elle est en sécurité,"Ich hoffe, sie ist in Sicherheit"
505,i hope that helps,i hope that helps,Espero que eso ayude,j'espère que ça aide,Ich hoffe das hilft
506,i hope this works,i hope this works,espero que esto funcione,j'espère que ça marche,Ich hoffe das funktioniert
507,i hope to see you,i hope to see you,espero verte,J'espère te voir,"ich hoffe, Sie zu sehen"
508,i hope we survive,i hope we survive,Espero que sobrevivamos,j'espère que nous survivrons,"Ich hoffe, wir überleben"
509,i intend to do so,i intend to do so,tengo la intención de hacerlo,j'ai l'intention de le faire,ich beabsichtige dies zu tun
510,i itch everywhere,i itch everywhere,me pica por todas partes,je démange partout,Ich jucke überall
511,i joined the army,i joined the army,me uní al ejército,j'ai rejoint l'armée,Ich bin der Armee beigetreten
512,i joined the navy,i joined the navy,me uní a la marina,j'ai rejoint la marine,Ich bin zur Marine gegangen
513,i just can't wait,i just cannot wait,simplemente no puedo esperar,je ne peux pas attendre,Ich kann nicht warten
514,i just dropped in,i just dropped in,acabo de caer,je viens de tomber,ich bin gerade reingekommen
515,i just feel awful,i just feel awful,me siento horrible,je me sens juste horrible,Ich fühle mich einfach schrecklich
516,i just gave blood,i just gave blood,acabo de dar sangre,je viens de donner du sang,Ich habe gerade Blut gespendet
517,i just got bitten,i just got bitten,me acaban de morder,je viens de me faire mordre,Ich wurde gerade gebissen
518,i just got tenure,i just got tenure,acabo de tener la tenencia,je viens d'être titularisé,Ich habe gerade eine Amtszeit bekommen
519,i just ignore tom,i just ignore tom,simplemente ignoro a tom,j'ignore juste tom,Ich ignoriere Tom einfach
520,i just moved here,i just moved here,Me acabo de mudar aquí,je viens d'emménager ici,Ich bin gerade hergezogen
521,i just need a hug,i just need a hug,solo necesito un abrazo,j'ai juste besoin d'un calin,ich brauche nur eine Umarmung
522,i just remembered,i just remembered,me acabo de acordar,Je viens juste de me souvenir,mir fällt gerade ein
523,i kept it with me,i kept it with me,lo guardé conmigo,je l'ai gardé avec moi,ich habe es bei mir behalten
524,i kept on reading,i kept on reading,seguí leyendo,j'ai continué à lire,ich las weiter
525,i kept on singing,i kept on singing,seguí cantando,j'ai continué à chanter,ich sang weiter
526,i kept on talking,i kept on talking,seguí hablando,j'ai continué à parler,Ich redete weiter
527,i kept on walking,i kept on walking,seguí caminando,j'ai continué à marcher,ich ging weiter
528,i kissed tom back,i kissed tom back,le devolví el beso a tom,j'ai embrassé tom en retour,Ich habe Tom zurück geküsst
529,i knew the answer,i knew the answer,sabía la respuesta,je connaissais la réponse,Ich wusste die Antwort
530,i knew who did it,i knew who did it,sabía quién lo hizo,je savais qui l'avait fait,"Ich wusste, wer es getan hat"
531,i knew who he was,i knew who he was,sabia quien era,je savais qui il était,"Ich wusste, wer er war"
532,i knew you'd come,i knew you would come,sabía que vendrías,je savais que tu viendrais,"Ich wusste, dass du kommen würdest"
533,i know a shortcut,i know a shortcut,conozco un atajo,je connais un raccourci,Ich kenne eine Abkürzung
534,i know about that,i know about that,Yo sé sobre eso,je sais à ce sujet,ich kenne das
535,i know everything,i know everything,lo se todo,je sais tout,ich weiß alles
536,i know he is busy,i know he is busy,sé que está ocupado,je sais qu'il est occupé,"Ich weiß, dass er beschäftigt ist"
537,i know his family,i know his family,conozco a su familia,je connais sa famille,Ich kenne seine Familie
538,i know how to fly,i know how to fly,yo se volar,je sais voler,"Ich weiß, wie man fliegt"
539,i know how to ski,i know how to ski,sé esquiar,je sais skier,Ich kann Skifahren
540,i know how to win,i know how to win,yo se como ganar,je sais comment gagner,"Ich weiß, wie man gewinnt"
541,i know it was you,i know it was you,se que fuiste tu,je sais que c'était toi,"Ich weiß, dass du es warst"
542,i know it's a lie,i know it is a lie,se que es mentira,je sais que c'est un mensonge,"Ich weiß, es ist eine Lüge"
543,i know that story,i know that story,conozco esa historia,je connais cette histoire,Ich kenne diese Geschichte
544,i know the answer,i know the answer,Yo se la respuesta,je connais la réponse,ich weiß die Antwort
545,i know what i did,i know what i did,sé lo que hice,je sais ce que j'ai fait,"Ich weiß, was ich getan habe"
546,i know what to do,i know what to do,Sé lo que tengo que hacer,je sais quoi faire,Ich weiß was zu tun ist
547,i know who did it,i know who did it,yo se quien lo hizo,je sais qui l'a fait,"Ich weiß, wer es getan hat"
548,i know who it was,i know who it was,yo se quien fue,je sais qui c'était,"Ich weiß, wer es war"
549,i know you did it,i know you did it,Sé que lo hiciste,je sais que tu l'as fait,"Ich weiß, dass du es getan hast"
550,i lack confidence,i lack confidence,me falta confianza,je manque de confiance,Mir fehlt das Vertrauen
551,i left in a hurry,i left in a hurry,me fui a toda prisa,je suis parti précipitamment,Ich bin in Eile gegangen
552,i left you a note,i left you a note,te deje una nota,je t'ai laissé un mot,Ich habe dir eine Nachricht hinterlassen
553,i let the dog out,i let the dog out,dejo salir al perro,je laisse sortir le chien,Ich habe den Hund rausgelassen
554,i lied about that,i lied about that,mentí sobre eso,j'ai menti à ce sujet,Ich habe darüber gelogen
555,i like adventures,i like adventures,me gustan las aventuras,j'aime les aventures,Ich mag Abenteuer
556,i like big cities,i like big cities,me gustan las ciudades grandes,j'aime les grandes villes,ich mag große Städte
557,i like challenges,i like challenges,Me gustan los retos,j'aime les défis,ich mag Herausforderungen
558,i like coffee hot,i like coffee hot,me gusta el cafe caliente,j'aime le café chaud,Ich mag Kaffee heiß
559,i like cold pizza,i like cold pizza,me gusta la pizza fria,j'aime la pizza froide,Ich mag kalte Pizza
560,i like doing this,i like doing this,me gusta hacer esto,j'aime faire ça,ich mache das gerne
561,i like folk songs,i like folk songs,me gustan las canciones populares,j'aime les chansons populaires,Ich mag Volkslieder
562,i like hot coffee,i like hot coffee,me gusta el cafe caliente,j'aime le café chaud,Ich mag heißen Kaffee
563,i like it so much,i like it so much,Me gusta mucho,je l'aime tellement,Ich mag es so sehr
564,i like loud music,i like loud music,me gusta la musica fuerte,j'aime la musique forte,Ich mag laute Musik
565,i like my friends,i like my friends,me gustan mis amigos,J'aime mes amis,Ich mag meine Freunde
566,i like rock music,i like rock music,Me gusta la música rock,J'aime la musique rock,ich mag Rockmusik
567,i like sauerkraut,i like sauerkraut,me gusta el chucrut,j'aime la choucroute,Ich mag Sauerkraut
568,i like short hair,i like short hair,me gusta el pelo corto,j'aime les cheveux courts,Ich mag kurze Haare
569,i like that shirt,i like that shirt,me gusta esa camisa,j'aime cette chemise,Ich mag das Hemd
570,i like that skirt,i like that skirt,me gusta esa falda,j'aime cette jupe,Ich mag diesen Rock
571,i like the colors,i like the colors,me gustan los colores,j'aime les couleurs,Ich mag die Farben
572,i like these hats,i like these hats,me gustan estos sombreros,j'aime ces chapeaux,Ich mag diese Mützen
573,i like this chair,i like this chair,me gusta esta silla,j'aime cette chaise,Ich mag diesen Stuhl
574,i like this color,i like this color,me gusta este color,j'aime cette couleur,Ich mag diese Farbe
575,i like this model,i like this model,me gusta este modelo,j'aime ce modèle,Ich mag dieses Modell
576,i like this store,i like this store,me gusta esta tienda,j'aime ce magasin,Ich mag diesen Laden
577,i like those odds,i like those odds,me gustan esas probabilidades,j'aime ces cotes,Ich mag diese Quoten
578,i like to be here,i like to be here,me gusta estar aquí,j'aime être ici,Ich bin gerne hier
579,i like watermelon,i like watermelon,Me gusta el melón,j'aime la pastèque,Ich mag Wassermelone
580,i like what i see,i like what i see,me gusta lo que veo,J'aime ce que je vois,Mir gefällt was ich sehe
581,i like your beard,i like your beard,me gusta tu barba,J'aime ta barbe,ich mag deinen Bart
582,i like your dress,i like your dress,me gusta tu vestido,J'aime bien ta robe,ich mag dein Kleid
583,i like your house,i like your house,me gusta tu casa,J'aime ta maison,Ich mag dein Haus
584,i like your place,i like your place,me gusta tu lugar,j'aime ta place,Ich mag deinen Platz
585,i like your scarf,i like your scarf,me gusta tu bufanda,j'aime ton écharpe,Ich mag deinen Schal
586,i like your shoes,i like your shoes,Me gustan tus zapatos,J'aime tes chaussures,Ich mag deine Schuhe
587,i like your smile,i like your smile,me gusta tu sonrisa,J'aime ton sourire,ich mag dein Lächeln
588,i like your style,i like your style,me gusta tu estilo,J'aime ton style,Ich mag deine Art
