,English,English_cleaned,Spanish,French,German
254,"i'm really busy, tom",i am really busy  tom,estoy muy ocupado tom,je suis vraiment occupé tom,"Ich bin wirklich beschäftigt, Tom"
255,i'm right behind tom,i am right behind tom,estoy justo detrás de tom,je suis juste derrière tom,Ich bin direkt hinter Tom
256,i'm right behind you,i am right behind you,estoy justo detrás de ti,je suis juste derrière toi,Ich bin direkt hinter dir
257,i'm right beside you,i am right beside you,estoy justo a tu lado,je suis juste à côté de toi,Ich bin direkt neben dir
258,i'm scared of snakes,i am scared of snakes,tengo miedo de las serpientes,j'ai peur des serpents,ich habe angst vor schlangen
259,i'm shorter than you,i am shorter than you,soy mas bajo que tu,je suis plus petit que toi,Ich bin kleiner als du
260,i'm sick of fighting,i am sick of fighting,estoy harto de pelear,j'en ai marre de me battre,Ich habe es satt zu kämpfen
261,i'm sick of meetings,i am sick of meetings,estoy harto de las reuniones,j'en ai marre des réunions,Ich habe Meetings satt
262,i'm sick of this war,i am sick of this war,estoy harto de esta guerra,j'en ai marre de cette guerre,Ich habe diesen Krieg satt
263,i'm smarter than you,i am smarter than you,soy mas inteligente que tu,Je suis plus intelligent que toi,ich bin klüger als du
264,i'm sorry i did that,i am sorry i did that,"lo siento, hice eso",je suis désolé d'avoir fait ça,"Es tut mir leid, dass ich das getan habe"
265,i'm sorry i hurt tom,i am sorry i hurt tom,"lo siento, lastimé a tom",je suis désolé d'avoir blessé tom,"Es tut mir leid, dass ich Tom verletzt habe"
266,i'm sorry i hurt you,i am sorry i hurt you,lamento haberte lastimado,je suis désolé de t'avoir blessé,"es tut mir leid, dass ich dich verletzt habe"
267,i'm sorry i shot you,i am sorry i shot you,"lo siento, te disparé",je suis désolé de t'avoir tiré dessus,"Es tut mir leid, dass ich auf dich geschossen habe"
268,i'm sorry i told you,i am sorry i told you,lo siento te lo dije,je suis désolé de te l'avoir dit,"Es tut mir leid, dass ich es dir gesagt habe"
269,i'm sorry about this,i am sorry about this,Lo siento por esto,je suis désolé à ce sujet,das tut mir leid
270,i'm sorry to hear it,i am sorry to hear it,lamento escucharlo,je suis désolé de l'entendre,"Es tut mir leid, das zu hören"
271,i'm staying with you,i am staying with you,me quedo contigo,je reste avec toi,Ich bleibe bei dir
272,i'm still an amateur,i am still an amateur,sigo siendo un aficionado,je suis encore amateur,Ich bin immer noch ein Amateur
273,i'm still not scared,i am still not scared,todavía no tengo miedo,je n'ai toujours pas peur,Ich habe immer noch keine Angst
274,i'm studying english,i am studying english,estoy estudiando inglés,j'étudie l'anglais,ich studiere Englisch
275,i'm sure tom can win,i am sure tom can win,estoy seguro de que tom puede ganar,Je suis sûr que Tom peut gagner,"Ich bin sicher, dass Tom gewinnen kann"
276,i'm sure they'll win,i am sure they will win,estoy seguro de que van a ganar,je suis sûr qu'ils vont gagner,"Ich bin sicher, sie werden gewinnen"
277,i'm sure you're busy,i am sure you are busy,estoy seguro de que estás ocupado,je suis sûr que tu es occupé,"Ich bin sicher, Sie sind beschäftigt"
278,i'm terrible at math,i am terrible at math,soy terrible en matematicas,je suis nul en maths,Ich bin schrecklich in Mathe
279,i'm tired of arguing,i am tired of arguing,estoy cansado de discutir,j'en ai marre de me disputer,Ich bin es leid zu streiten
280,i'm tired of dancing,i am tired of dancing,estoy cansada de bailar,je suis fatigué de danser,Ich bin es leid zu tanzen
281,i'm tired of waiting,i am tired of waiting,estoy cansado de esperar,je suis fatigué d'attendre,Ich bin es leid zu warten
282,i'm tired of writing,i am tired of writing,estoy cansado de escribir,je suis fatigué d'écrire,Ich bin es leid zu schreiben
283,i'm too old for this,i am too old for this,soy demasiado viejo para esto,je suis trop vieux pour ça,Ich bin zu alt dafür
284,i'm too sick to work,i am too sick to work,estoy demasiado enfermo para trabajar,je suis trop malade pour travailler,Ich bin zu krank um zu arbeiten
285,i'm totally confused,i am totally confused,estoy totalmente confundido,je suis totalement confus,ich bin total verwirrt
286,i'm unnecessary here,i am unnecessary here,soy innecesario aqui,je suis inutile ici,Ich bin hier unnötig
287,i'm used to the heat,i am used to the heat,estoy acostumbrado al calor,je suis habitué à la chaleur,Ich bin an die Hitze gewöhnt
288,i'm very comfortable,i am very comfortable,estoy muy comodo,je suis très à l'aise,Ich fühle mich sehr wohl
289,i'm very lonely here,i am very lonely here,estoy muy solo aqui,je suis très seul ici,Ich bin sehr einsam hier
290,i'm very tired today,i am very tired today,Hoy estoy muy cansado,je suis très fatigué aujourd'hui,Heute bin ich sehr müde
291,i'm watching a movie,i am watching a movie,Estoy viendo una película,je regarde un film,Ich schaue gerade einen Film
292,i'm working too much,i am working too much,estoy trabajando demasiado,je travaille trop,Ich arbeite zu viel
293,i'm worried about it,i am worried about it,estoy preocupado por eso,je suis inquiet à ce sujet,Ich mache mir Sorgen darüber
294,i'm writing a letter,i am writing a letter,estoy escribiendo una carta,j'écris une lettre,ich schreibe einen Brief
295,i'm your best friend,i am your best friend,soy tu mejor amigo,Je suis ton meilleur ami,Ich bin dein bester freund
296,i'm your biggest fan,i am your biggest fan,Soy tu mayor fan,Je suis votre plus grand fan,ich bin dein größter Fan
297,i've already made it,i have already made it,ya lo he hecho,je l'ai déjà fait,ich habe es schon geschafft
298,i've already read it,i have already read it,ya lo he leído,je l'ai déjà lu,ich habe es schon gelesen
299,i've already said no,i have already said no,ya he dicho que no,j'ai déjà dit non,ich habe schon nein gesagt
300,i've been subpoenaed,i have been subpoenaed,he sido citado,j'ai été convoqué,Ich wurde vorgeladen
301,i've been there once,i have been there once,he estado allí una vez,j'y suis allé une fois,Ich war einmal dort
302,i've been threatened,i have been threatened,he sido amenazado,j'ai été menacé,ich wurde bedroht
303,i've been very lucky,i have been very lucky,he tenido mucha suerte,j'ai eu beaucoup de chance,Ich hatte großes Glück
304,i've brought it back,i have brought it back,lo he traído de vuelta,je l'ai ramené,ich habe es zurückgebracht
305,i've called a doctor,i have called a doctor,he llamado a un doctor,j'ai appelé un médecin,Ich habe einen Arzt gerufen
306,i've changed clothes,i have changed clothes,me he cambiado de ropa,j'ai changé de vêtements,ich habe mich umgezogen
307,i've come a long way,i have come a long way,he recorrido un largo camino,j'ai parcouru un long chemin,Ich bin weit gekommen
308,i've come to see tom,i have come to see tom,he venido a ver a tom,je suis venu voir tom,"Ich bin gekommen, um Tom zu sehen"
309,i've done everything,i have done everything,he hecho todo,j'ai tout fait,Ich habe alles getan
310,i've enjoyed my stay,i have enjoyed my stay,he disfrutado mi estancia,j'ai apprécié mon séjour,Ich habe meinen Aufenthalt genossen
311,i've finished eating,i have finished eating,he terminado de comer,j'ai fini de manger,Ich habe mit dem Essen fertig
312,i've found a new job,i have found a new job,he encontrado un nuevo trabajo,j'ai trouvé un nouveau travail,Ich habe einen neuen Job gefunden
313,i've got a good idea,i have got a good idea,tengo una buena idea,j'ai une bonne idée,Ich habe eine gute Idee
314,i've got a pacemaker,i have got a pacemaker,tengo un marcapasos,j'ai un stimulateur cardiaque,Ich habe einen Herzschrittmacher
315,i've got a toothache,i have got a toothache,Tengo un dolor de muelas,Je ai un mal de dents,Ich habe Zahnschmerzen
316,i've got lots to say,i have got lots to say,tengo mucho que decir,j'ai beaucoup à dire,Ich habe viel zu sagen
317,i've got one for you,i have got one for you,tengo uno para ti,j'en ai un pour toi,Ich habe eine für dich
318,i've got to get home,i have got to get home,tengo que llegar a casa,je dois rentrer à la maison,Ich muss nach Hause
319,i've got what i need,i have got what i need,tengo lo que necesito,j'ai ce dont j'ai besoin,"Ich habe, was ich brauche"
320,i've had a busy week,i have had a busy week,he tenido una semana ocupada,j'ai eu une semaine chargée,Ich hatte eine arbeitsreiche Woche
321,i've had a tough day,i have had a tough day,he tenido un dia dificil,j'ai eu une dure journée,Ich hatte einen harten Tag
322,i've heard about you,i have heard about you,He oído hablar de usted,J'ai entendu parler de toi,ich habe von Ihnen gehört
323,i've heard it before,i have heard it before,lo he escuchado antes,je l'ai déjà entendu,Ich habe es schon einmal gehört
324,i've heard the rumor,i have heard the rumor,he oído el rumor,j'ai entendu la rumeur,Ich habe das Gerücht gehört
325,i've learned to cook,i have learned to cook,he aprendido a cocinar,j'ai appris à cuisiner,ich habe kochen gelernt
326,i've lost my car key,i have lost my car key,he perdido la llave de mi coche,j'ai perdu ma clé de voiture,Ich habe meinen Autoschlüssel verloren
327,i've lost my dignity,i have lost my dignity,he perdido mi dignidad,j'ai perdu ma dignité,Ich habe meine Würde verloren
328,i've lost my filling,i have lost my filling,he perdido mi relleno,j'ai perdu mon remplissage,Ich habe meine Füllung verloren
329,i've lost my friends,i have lost my friends,he perdido a mis amigos,j'ai perdu mes amis,Ich habe meine Freunde verloren
330,i've lost my glasses,i have lost my glasses,he perdido mis gafas,j'ai perdu mes lunettes,Ich habe meine Brille verloren
331,i've made a decision,i have made a decision,he tomado una decisión,j'ai pris une décision,Ich habe eine Entscheidung getroffen
332,i've made up my mind,i have made up my mind,Me he hecho a la idea,j'ai pris ma décision,Ich habe mich entschlossen
333,i've never seen this,i have never seen this,nunca he visto esto,je n'ai jamais vu ça,Ich habe das noch nie gesehen
334,i've nothing to give,i have nothing to give,no tengo nada que dar,je n'ai rien à donner,Ich habe nichts zu geben
335,i've received it too,i have received it too,yo tambien lo he recibido,je l'ai reçu aussi,ich habe es auch erhalten
336,i've swept the floor,i have swept the floor,he barrido el suelo,j'ai balayé le sol,Ich habe den Boden gefegt
337,i've told the police,i have told the police,le he dicho a la policia,j'ai dit à la police,Ich habe es der Polizei gesagt
338,i've won first prize,i have won first prize,he ganado el primer premio,j'ai gagné le premier prix,Ich habe den ersten Preis gewonnen
339,i've worked with tom,i have worked with tom,he trabajado con tom,j'ai travaillé avec tom,Ich habe mit Tom gearbeitet
340,if only he had known,if only he had known,si tan solo hubiera sabido,si seulement il avait su,wenn er es nur gewusst hätte
341,ignore tom's request,ignore tom s request,ignorar la solicitud de tom,ignorer la demande de tom,ignoriere Toms Bitte
342,"irritating, isn't it",irritating  is not it,irritante no es,irritant n'est-ce pas,irritierend ist es nicht
343,is tom a good kisser,is tom a good kisser,es tom un buen besador,est-ce que tom embrasse bien,ist tom ein guter küsser
344,is tom about to sing,is tom about to sing,¿Tom está a punto de cantar?,est-ce que tom est sur le point de chanter,Ist Tom gleich zu singen
345,is tom still playing,is tom still playing,¿Tom sigue jugando?,est-ce que tom joue encore,spielt tom noch
346,is anybody listening,is anybody listening,hay alguien escuchando,est-ce que quelqu'un écoute,hört jemand zu
347,is anyone else going,is anyone else going,¿Alguien más va?,est-ce que quelqu'un d'autre va,geht noch jemand
348,is flight 23 on time,is flight 23 on time,es el vuelo 23 a tiempo,est le vol 23 à l'heure,Flug 23 ist pünktlich
349,is his pulse regular,is his pulse regular,es su pulso regular,son pouls est-il régulier,ist sein Puls regelmäßig
350,is it ok if we begin,is it ok if we begin,¿Está bien si empezamos?,est-ce que c'est bon si nous commençons,"ist es ok, wenn wir anfangen"
351,is it difficult work,is it difficult work,es un trabajo dificil,est-ce un travail difficile,ist es schwierige arbeit
352,is it hot over there,is it hot over there,¿Hace calor allí?,fait-il chaud là-bas,ist es heiß da drüben
353,is it money you need,is it money you need,¿Es dinero lo que necesitas?,est-ce de l'argent dont vous avez besoin,"Ist es Geld, das Sie brauchen"
354,is my answer correct,is my answer correct,es mi respuesta correcta,est-ce que ma réponse est correcte,ist meine Antwort richtig
355,is she making a doll,is she making a doll,¿Está haciendo una muñeca?,est-ce qu'elle fait une poupée,macht sie eine Puppe
356,is that a new jacket,is that a new jacket,es una chaqueta nueva,est-ce une nouvelle veste,ist das eine neue jacke
357,is that all you want,is that all you want,Eso es todo lo que quieres,est-ce tout ce que tu veux,ist das alles was du willst
358,is that another joke,is that another joke,es otra broma,est-ce une autre blague,ist das noch ein Witz
359,is that music i hear,is that music i hear,es esa musica la que escucho,est-ce la musique que j'entends,ist das musik die ich höre
360,is that possible now,is that possible now,¿Es eso posible ahora?,est-ce possible maintenant,ist das jetzt möglich
361,is that the same guy,is that the same guy,es el mismo chico,est-ce le même gars,ist das der selbe Typ
362,is that unreasonable,is that unreasonable,¿Es eso irrazonable?,est-ce déraisonnable,ist das unvernünftig
363,is that your bicycle,is that your bicycle,esa es tu bicicleta,c'est ton vélo,ist das dein fahrrad
364,is that your teacher,is that your teacher,ese es tu maestro,Est-ce votre professeur,ist das dein Lehrer
365,is the cat all right,is the cat all right,el gato esta bien,est-ce que le chat va bien,geht es der Katze gut
366,is there a timetable,is there a timetable,hay un horario,y a-t-il un calendrier,gibt es einen fahrplan
367,is there a treatment,is there a treatment,hay un tratamiento,existe-t-il un traitement,gibt es eine Behandlung
368,is there anyone else,is there anyone else,Hay alguien más,y a-t-il quelqu'un d'autre,ist da noch jemand
369,is there anyone here,is there anyone here,Hay alguien aquí,y a-t'il quelqu'un ici,ist hier jemand
370,is this a compliment,is this a compliment,¿Es esto un cumplido?,est-ce un compliment,ist das ein kompliment
371,is this all for real,is this all for real,es todo esto de verdad,est-ce que tout cela est réel,ist das alles echt
372,is this all there is,is this all there is,Esto es todo lo que hay,Est-ce tout ce qu'il ya,ist das alles was es gibt
373,is this beef or pork,is this beef or pork,esto es ternera o cerdo,c'est du boeuf ou du porc,ist das rind oder schwein
374,is this enough money,is this enough money,es suficiente dinero,est-ce assez d'argent,ist das genug Geld
375,is this good english,is this good english,es este buen ingles,est-ce un bon anglais,ist das gutes englisch
376,is this pencil yours,is this pencil yours,¿Este lápiz es tuyo?,est-ce que ce crayon est à toi,gehört dieser bleistift dir
377,is this place secure,is this place secure,¿Este lugar es seguro?,cet endroit est-il sécurisé,Ist dieser Ort sicher?
378,is this your bicycle,is this your bicycle,esta es tu bicicleta,est-ce votre vélo,Ist das dein Fahrrad?
379,is this your opinion,is this your opinion,esta es tu opinion,est-ce votre avis,ist das deine meinung
380,is your trunk locked,is your trunk locked,¿Tu baúl está cerrado?,ton coffre est-il verrouillé,ist dein kofferraum verschlossen
381,isn't he a bit young,is not he a bit young,no es un poco joven,n'est-il pas un peu jeune,ist er nicht ein bisschen jung
382,isn't it a bit small,is not it a bit small,no es un poco pequeño,n'est-ce pas un peu petit,ist es nicht ein bisschen klein
383,isn't it infuriating,is not it infuriating,¿no es irritante?,n'est-ce pas rageant,ist es nicht ärgerlich
384,isn't that tom's hat,is not that tom s hat,no es ese sombrero de tom,n'est-ce pas le chapeau de tom,ist das nicht tom s hat
385,isn't that dishonest,is not that dishonest,no es tan deshonesto,n'est pas si malhonnête,ist nicht so unseriös
386,isn't that excessive,is not that excessive,no es tan excesivo,n'est pas si excessif,ist nicht so übertrieben
387,isn't that wonderful,is not that wonderful,no es tan maravilloso,n'est pas si merveilleux,ist nicht so toll
388,isn't this wonderful,is not this wonderful,no es esto maravilloso,n'est-ce pas merveilleux,ist das nicht wunderbar
389,it affects all of us,it affects all of us,nos afecta a todos,ça nous touche tous,es betrifft uns alle
390,it belongs to me now,it belongs to me now,ahora me pertenece,il m'appartient maintenant,es gehört mir jetzt
391,it feels really good,it feels really good,se siente muy bien,ça fait vraiment du bien,es fühlt sich wirklich gut an
392,it felt like a dream,it felt like a dream,se sintió como un sueño,c'était comme un rêve,es fühlte sich an wie ein Traum
393,it glows in the dark,it glows in the dark,brilla en la oscuridad,ça brille dans le noir,es leuchtet im dunkeln
394,it has to be removed,it has to be removed,tiene que ser eliminado,il faut l'enlever,es muss entfernt werden
395,it is a payday today,it is a payday today,es un día de pago hoy,c'est jour de paie aujourd'hui,heute ist Zahltag
396,it is already eleven,it is already eleven,ya son las once,il est déjà onze heures,es ist schon elf
397,it is free of charge,it is free of charge,es gratis,C'est gratuit,es ist kostenlos
398,it is hardly raining,it is hardly raining,casi no llueve,il pleut à peine,es regnet kaum
399,it is in the kitchen,it is in the kitchen,esta en la cocina,c'est dans la cuisine,es ist in der Küche
400,it is kind of pretty,it is kind of pretty,es un poco bonito,c'est plutôt joli,es ist irgendwie hübsch
401,it is no good to you,it is no good to you,no es bueno para ti,ce n'est pas bon pour toi,es tut dir nicht gut
402,it is not impossible,it is not impossible,no es imposible,ce n'est pas impossible,Es ist nicht unmöglich
403,it is of great value,it is of great value,es de gran valor,c'est d'une grande valeur,es ist von großem Wert
404,it is out of fashion,it is out of fashion,esta fuera de moda,c'est démodé,es ist aus der Mode
405,it is to be expected,it is to be expected,Es de esperarse,c'est à prévoir,es ist zu erwarten
406,it is very hot today,it is very hot today,hace mucha calor hoy,Il fait très chaud aujourd'hui,Es ist sehr heiß heute
407,it is wrong to steal,it is wrong to steal,esta mal robar,c'est mal de voler,es ist falsch zu stehlen
408,it isn't complicated,it is not complicated,no es complicado,ce n'est pas compliqué,es ist nicht kompliziert
409,it isn't on the menu,it is not on the menu,no esta en el menu,ce n'est pas au menu,es ist nicht auf der Speisekarte
410,it looked like a gun,it looked like a gun,parecía un arma,ça ressemblait à une arme à feu,es sah aus wie eine Waffe
411,it looks fascinating,it looks fascinating,se ve fascinante,ça a l'air fascinant,es sieht faszinierend aus
412,it looks good on you,it looks good on you,se ve bien en ti,il semble bien sur vous,es steht dir gut
413,it looks like a duck,it looks like a duck,parece un pato,ça ressemble à un canard,es sieht aus wie eine Ente
414,it looks like an egg,it looks like an egg,Se parece a un huevo,ça ressemble à un oeuf,es sieht aus wie ein Ei
415,it looks really good,it looks really good,se ve muy bien,ça a l'air vraiment bien,es sieht wirklich gut aus
416,it makes me so happy,it makes me so happy,Me hace tan feliz,Cela me rend tellement heureuse,es macht mich so glücklich
417,it may rain tomorrow,it may rain tomorrow,puede llover mañana,il se peut qu'il pleuve demain,es könnte morgen regnen
418,it means a lot to me,it means a lot to me,significa mucho para mí,cela signifie beaucoup pour moi,es bedeutet mir viel
419,it no longer matters,it no longer matters,ya no importa,ça n'a plus d'importance,es spielt keine Rolle mehr
420,it only costs $1000,it only costs  1000,solo cuesta 1000,ça ne coûte que 1000,kostet nur 1000
421,it pays to be polite,it pays to be polite,vale la pena ser cortés,c'est payant d'être poli,"es zahlt sich aus, höflich zu sein"
422,it rained for a week,it rained for a week,llovió durante una semana,il a plu pendant une semaine,es hat eine woche geregnet
423,it really did happen,it really did happen,realmente sucedió,c'est vraiment arrivé,es ist wirklich passiert
424,it really is amazing,it really is amazing,es realmente increíble,c'est vraiment incroyable,es ist wirklich erstaunlich
425,it seems interesting,it seems interesting,parece interesante,il semble interessant,es scheint interessant zu sein
426,it seems safe enough,it seems safe enough,parece lo suficientemente seguro,ça semble assez sûr,es scheint sicher genug
427,it sounds good to me,it sounds good to me,suena bien para mi,Ça me semble bien,Klingt gut für mich
428,it tastes just right,it tastes just right,sabe justo,ça a juste bon goût,es schmeckt genau richtig
429,it took half an hour,it took half an hour,tomó media hora,ça a pris une demi-heure,es dauerte eine halbe Stunde
430,it took them a while,it took them a while,les tomó un tiempo,ça leur a pris du temps,es dauerte eine Weile
431,it was a coincidence,it was a coincidence,fue una coincidencia,c'était une coïncidence,es war ein Zufall
432,it was a false alarm,it was a false alarm,Eso fue una falsa alarma,C'était une fausse alerte,es war ein Fehlalarm
433,it was a good answer,it was a good answer,fue una buena respuesta,c'était une bonne réponse,es war eine gute Antwort
434,it was a good choice,it was a good choice,Fue una buena elección,c'était un bon choix,Es war eine gute Wahl
435,it was a huge relief,it was a huge relief,Fue un gran alivio,ce fut un immense soulagement,es war eine große Erleichterung
436,it was a long letter,it was a long letter,era una carta larga,c'était une longue lettre,Es war ein langer Brief
437,it was a quiet night,it was a quiet night,fue una noche tranquila,c'était une nuit calme,Es war eine ruhige Nacht
438,it was a stupid idea,it was a stupid idea,fue una idea estúpida,c'était une idée stupide,es war eine dumme idee
439,it was a team effort,it was a team effort,Fue un esfuerzo de equipo,c'était un travail d'équipe,es war eine Teamleistung
440,it was a tedious job,it was a tedious job,fue un trabajo tedioso,c'était un travail fastidieux,Es war eine mühsame Arbeit
441,it was all a big lie,it was all a big lie,todo fue una gran mentira,tout n'était qu'un gros mensonge,es war alles eine große Lüge
442,it was an awful week,it was an awful week,fue una semana horrible,c'était une semaine horrible,Es war eine schreckliche Woche
443,it was awfully funny,it was awfully funny,fue terriblemente divertido,c'était terriblement drôle,es war furchtbar lustig
444,it was disappointing,it was disappointing,fue decepcionante,c'était décevant,es war enttäuschend
445,it was heart-warming,it was heart warming,fue reconfortante,ça faisait chaud au coeur,es war herzerwärmend
446,it was his best time,it was his best time,fue su mejor momento,c'était son meilleur temps,es war seine beste zeit
447,it was kind of weird,it was kind of weird,fue algo raro,c'était un peu bizarre,es war irgendwie seltsam
448,it was lots of money,it was lots of money,era mucho dinero,c'était beaucoup d'argent,es war viel geld
449,it was time to leave,it was time to leave,era hora de irse,Il était temps de partir,Es war Zeit zu gehen
450,it was too expensive,it was too expensive,era demasiado caro,C'était trop cher,es war zu teuer
451,it was very romantic,it was very romantic,fue muy romantico,c'était très romantique,es war sehr romantisch
452,it wasn't a big deal,it was not a big deal,no fue gran cosa,ce n'était pas grave,es war keine große Sache
453,it wasn't a surprise,it was not a surprise,no fue una sorpresa,ce n'était pas une surprise,es war keine Überraschung
454,it went off smoothly,it went off smoothly,se fue sin problemas,ça s'est bien passé,es ging glatt los
455,it will be dark soon,it will be dark soon,pronto oscurecerá,il va bientôt faire noir,es wird bald dunkel
456,it would be too easy,it would be too easy,sería demasiado fácil,ce serait trop facile,es wäre zu einfach
457,it'll cost me my job,it will cost me my job,me va a costar mi trabajo,ça va me coûter mon boulot,es wird mich meinen Job kosten
458,it's 999% effective,it is 999  effective,es 999 efectivo,c'est 999 efficace,es ist 999 effektiv
459,it's october already,it is october already,ya es octubre,c'est déjà octobre,es ist schon oktober
460,it's a beautiful day,it is a beautiful day,es un hermoso dia,c'est une belle journée,es ist ein schöner Tag
461,it's a beautiful job,it is a beautiful job,es un trabajo hermoso,c'est un beau travail,Es ist eine schöne Arbeit
462,it's a complete sham,it is a complete sham,es una completa farsa,c'est une imposture complète,es ist eine komplette täuschung
463,it's a complex issue,it is a complex issue,es un tema complejo,c'est une question complexe,es ist ein komplexes Thema
464,it's a dead giveaway,it is a dead giveaway,es un regalo muerto,c'est un cadeau mort,es ist ein totes Zeichen
465,it's a family secret,it is a family secret,es un secreto de familia,c'est un secret de famille,es ist ein Familiengeheimnis
466,it's a full time job,it is a full time job,es un trabajo de tiempo completo,c'est un travail à plein temps,es ist ein Vollzeitjob
467,it's a good question,it is a good question,Es una buena pregunta,c'est une bonne question,Es ist eine gute Frage
468,it's a huge contract,it is a huge contract,es un gran contrato,c'est un gros contrat,Es ist ein riesiger Vertrag
469,it's a kitchen knife,it is a kitchen knife,es un cuchillo de cocina,c'est un couteau de cuisine,es ist ein küchenmesser
470,it's a monster storm,it is a monster storm,es una tormenta monstruosa,c'est une tempête monstrueuse,es ist ein Monstersturm
471,it's a piece of cake,it is a piece of cake,muy facil,c'est un morceau de gâteau,es ist ein Stück Kuchen
472,it's a scalp disease,it is a scalp disease,es una enfermedad del cuero cabelludo,c'est une maladie du cuir chevelu,Es ist eine Kopfhautkrankheit
473,it's a small problem,it is a small problem,es un pequeño problema,c'est un petit problème,Es ist ein kleines Problem
474,it's a waste of time,it is a waste of time,Es una pérdida de tiempo,c'est une perte de temps,Das ist Zeitverschwendung
475,it's against the law,it is against the law,Va en contra de la ley,c'est contre la loi,es ist gegen das Gesetz
476,it's all greek to me,it is all greek to me,todo es griego para mi,tout est grec pour moi,für mich ist das alles griechisch
477,it's all about money,it is all about money,se trata de dinero,tout est question d'argent,Es dreht sich alles um Geld
478,it's all custom made,it is all custom made,es todo hecho a la medida,tout est fait sur mesure,es ist alles maßgefertigt
479,it's all in the room,it is all in the room,todo está en la habitación,tout est dans la chambre,Es ist alles im Zimmer
480,it's all over for us,it is all over for us,todo ha terminado para nosotros,tout est fini pour nous,für uns ist alles vorbei
481,it's all so hopeless,it is all so hopeless,todo es tan desesperado,tout est si désespéré,es ist alles so hoffnungslos
482,it's all very simple,it is all very simple,todo es muy simple,tout est très simple,es ist alles ganz einfach
483,it's already october,it is already october,ya es octubre,c'est déjà octobre,es ist schon oktober
484,it's an easy victory,it is an easy victory,es una victoria facil,c'est une victoire facile,es ist ein leichter Sieg
485,it's an extreme case,it is an extreme case,es un caso extremo,c'est un cas extrême,es ist ein Extremfall
486,it's an unusual name,it is an unusual name,es un nombre inusual,c'est un nom inhabituel,es ist ein ungewöhnlicher Name
487,it's as easy as that,it is as easy as that,Es tan fácil como eso,C'est aussi facile que ça,so einfach ist das
488,it's been a good day,it is been a good day,ha sido un buen dia,c'était une bonne journée,Es war ein guter Tag
489,it's best not to ask,it is best not to ask,es mejor no preguntar,il vaut mieux ne pas demander,am besten nicht fragen
490,it's common courtesy,it is common courtesy,es cortesía común,c'est une courtoisie commune,es ist allgemeine Höflichkeit
491,it's completely dark,it is completely dark,esta completamente oscuro,il fait complètement noir,es ist komplett dunkel
492,it's easier this way,it is easier this way,es mas facil asi,c'est plus facile ainsi,es ist einfacher so
493,it's easy if you try,it is easy if you try,es fácil si lo intentas,c'est facile si vous essayez,"Es ist einfach, wenn Sie es versuchen"
494,it's easy to do that,it is easy to do that,es fácil hacer eso,c'est facile de faire ça,"es ist einfach, das zu tun"
495,it's easy to explain,it is easy to explain,es facil de explicar,c'est facile à expliquer,es ist einfach zu erklären
496,it's easy to see why,it is easy to see why,es fácil ver por qué,C'est facile de voir pourquoi,"Es ist leicht zu verstehen, warum"
497,it's finally my turn,it is finally my turn,finalmente es mi turno,c'est enfin mon tour,endlich bin ich an der Reihe
498,it's good to be home,it is good to be home,Es bueno estar en casa,c'est bon d'être à la maison,"Es ist gut, zu Hause zu sein"
499,it's hard to believe,it is hard to believe,es dificil de creer,c'est difficile à croire,es ist schwer zu glauben
500,it's hard to do that,it is hard to do that,es dificil hacer eso,c'est dur de faire ça,"es ist schwer, das zu tun"
501,it's made of leather,it is made of leather,esta hecho de cuero,il est en cuir,es ist aus leder
502,it's nice to see you,it is nice to see you,Es bueno verte,C'est sympa de te voir,es ist schön dich zu sehen
503,it's noisy next door,it is noisy next door,es ruidoso al lado,c'est bruyant à côté,Nebenan ist es laut
504,it's not a bad thing,it is not a bad thing,no es algo malo,ce n'est pas une mauvaise chose,es ist keine schlechte sache
505,it's not a classroom,it is not a classroom,no es un salón de clases,ce n'est pas une salle de classe,es ist kein Klassenzimmer
506,it's not about money,it is not about money,no se trata de dinero,ce n'est pas une question d'argent,es geht nicht um geld
507,it's not always easy,it is not always easy,no siempre es fácil,Ce n'est pas toujours facile,es ist nicht immer einfach
508,it's not easy for me,it is not easy for me,no es facil para mi,ce n'est pas facile pour moi,es fällt mir nicht leicht
509,it's not evening yet,it is not evening yet,aún no es de noche,ce n'est pas encore le soir,es ist noch nicht Abend
510,it's not fair at all,it is not fair at all,no es justo en absoluto,ce n'est pas juste du tout,es ist überhaupt nicht fair
511,it's not fair to you,it is not fair to you,no es justo para ti,ce n'est pas juste pour toi,es ist dir gegenüber nicht fair
512,it's not good enough,it is not good enough,No es lo suficientemente bueno,ce n'est pas assez bien,es ist nicht gut genug
513,it's not just a game,it is not just a game,no es solo un juego,ce n'est pas qu'un jeu,es ist nicht nur ein Spiel
514,it's not my birthday,it is not my birthday,no es mi cumpleaños,ce n'est pas mon anniversaire,es ist nicht mein Geburtstag
515,it's not my business,it is not my business,Ese no es mi negocio,cela ne me regarde pas,Es geht mich nichts an
516,it's not on the menu,it is not on the menu,no esta en el menu,ce n'est pas au menu,es ist nicht auf der Speisekarte
517,it's not predictable,it is not predictable,no es predecible,ce n'est pas prévisible,es ist nicht vorhersehbar
518,it's not raining yet,it is not raining yet,todavía no está lloviendo,il ne pleut pas encore,es regnet noch nicht
519,it's not their fault,it is not their fault,no es su culpa,ce n'est pas leur faute,es ist nicht ihre Schuld
520,it's not time to die,it is not time to die,no es hora de morir,il n'est pas temps de mourir,es ist nicht Zeit zu sterben
