,English,English_cleaned,Spanish,French,German
608,i love my job,i love my job,amo mi trabajo,J'adore mon travail,ich liebe meinen Job
609,i love my mom,i love my mom,amo a mi mama,J'aime ma mère,ich liebe meine Mutter
610,i love myself,i love myself,Me quiero a mi misma,je m'aime,ich liebe mich
611,i love nature,i love nature,amo la naturaleza,J'aime la nature,Ich liebe die Natur
612,i love poetry,i love poetry,amo la poesía,j'aime la poésie,Ich liebe Poesie
613,i love spring,i love spring,amo la primavera,J'aime le printemps,ich liebe den Frühling
614,i love summer,i love summer,Me encanta el verano,J'aime l'été,ich liebe Sommer
615,i love winter,i love winter,me encanta el invierno,J'aime l'hiver,ich liebe Winter
616,i made a copy,i made a copy,hice una copia,j'ai fait une copie,ich habe eine Kopie gemacht
617,i made a deal,i made a deal,hice un trato,j'ai fait un marché,Ich habe einen Deal gemacht
618,i made a list,i made a list,hice una lista,j'ai fait une liste,ich habe eine liste gemacht
619,i made coffee,i made coffee,hice cafe,j'ai fait du café,Ich habe Kaffee gemacht
620,i made dinner,i made dinner,Hice la cena,j'ai fait le dîner,Ich habe Abendessen gemacht
621,i made him go,i made him go,lo hice ir,je l'ai fait partir,Ich habe ihn gehen lassen
622,i miss boston,i miss boston,extraño boston,Boston me manque,Ich vermisse Boston
623,i miss my cat,i miss my cat,extraño a mi gato,mon chat me manque,Ich vermisse meine Katze
624,i miss my mom,i miss my mom,Extraño a mi mamá,ma mère me manque,ich vermisse meine Mutter
625,i must fix it,i must fix it,debo arreglarlo,je dois le réparer,Ich muss es reparieren
626,i must go now,i must go now,tengo que ir ahora,je dois y aller maintenant,ich muss jetzt gehen
627,i must go out,i must go out,debo salir,je dois sortir,ich muss ausgehen
628,i must insist,i must insist,debo insistir,je dois insister,Ich muss darauf bestehen
629,i must object,i must object,debo objetar,je dois objecter,ich muss widersprechen
630,i must refuse,i must refuse,debo negarme,je dois refuser,ich muss ablehnen
631,i must resist,i must resist,debo resistir,je dois résister,Ich muss widerstehen
632,i nearly died,i nearly died,Casi me muero,J'ai failli mourir,Ich bin fast gestorben
633,i need a bath,i need a bath,necesito un baño,j'ai besoin d'un bain,Ich brauche ein Bad
634,i need a coat,i need a coat,necesito un abrigo,j'ai besoin d'un manteau,Ich brauche einen Mantel
635,i need a crew,i need a crew,necesito un equipo,j'ai besoin d'un équipage,Ich brauche eine Crew
636,i need a lamp,i need a lamp,necesito una lampara,j'ai besoin d'une lampe,Ich brauche eine Lampe
637,i need a plan,i need a plan,necesito un plan,j'ai besoin d'un plan,Ich brauche einen Plan
638,i need a ride,i need a ride,necesito que me lleven,j'ai besoin d'un tour,Ich benötige eine Mitfahrgelegenheit
639,i need a room,i need a room,necesito un cuarto,j'ai besoin d'une chambre,Ich brauche ein Zimmer
640,i need a taxi,i need a taxi,necesito un taxi,j'ai besoin d'un taxi,ich brauche ein Taxi
641,i need a week,i need a week,necesito una semana,j'ai besoin d'une semaine,Ich brauche eine Woche
642,i need advice,i need advice,Necesito un consejo,j'ai besoin de conseils,Ich brauche Hilfe
643,i need my key,i need my key,necesito mi llave,j'ai besoin de ma clé,Ich brauche meinen Schlüssel
644,i needed help,i needed help,necesitaba ayuda,j'avais besoin d'aide,Ich brauchte Hilfe
645,i never drink,i never drink,yo nunca bebo,Je ne bois jamais,ich trinke nie
646,i never spoke,i never spoke,nunca hablé,je n'ai jamais parlé,Ich habe nie gesprochen
647,i never worry,i never worry,nunca me preocupo,je ne m'inquiète jamais,Ich mache mir nie Sorgen
648,i ought to go,i ought to go,debería irme,je devrais y aller,Ich sollte gehen
649,i outrank you,i outrank you,te supero,je te devance,Ich bin dir überlegen
650,i owe you one,i owe you one,Te debo una,je t'en dois une,ich schulde dir etwas
651,i own a horse,i own a horse,tengo un caballo,je possède un cheval,Ich besitze ein Pferd
652,i own a yacht,i own a yacht,soy dueño de un yate,je possède un yacht,Ich besitze eine Yacht
653,i play violin,i play violin,yo toco el violin,je joue du violon,Ich spiele Geige
654,i prefer dogs,i prefer dogs,prefiero los perros,je préfère les chiens,Ich bevorzuge Hunde
655,i quit my job,i quit my job,Renuncie a mi trabajo,je démissionne de mon travail,Ich habe meinen Job gekündigt
656,i quite agree,i quite agree,estoy muy de acuerdo,je suis plutôt d'accord,ich stimme zu
657,i ran outside,i ran outside,corrí afuera,j'ai couru dehors,Ich rannte nach draußen
658,i remember it,i remember it,lo recuerdo,je m'en souviens,Ich erinnere mich daran
659,i rescheduled,i rescheduled,reprogramé,j'ai reporté,ich habe umgeplant
660,i rescued her,i rescued her,la rescaté,je l'ai sauvée,ich habe sie gerettet
661,i rescued him,i rescued him,lo rescaté,je l'ai sauvé,ich habe ihn gerettet
662,i rescued you,i rescued you,te rescaté,je t'ai sauvé,Ich habe dich gerettet
663,i resent that,i resent that,me molesta eso,je n'aime pas ça,ich ärgere mich darüber
664,i respect you,i respect you,Te respeto,je te respecte,ich respektiere dich
665,i said thanks,i said thanks,dije gracias,j'ai dit merci,ich sagte danke
666,i saw a mouse,i saw a mouse,vi un raton,j'ai vu une souris,Ich habe eine Maus gesehen
667,i saw a plane,i saw a plane,vi un avión,j'ai vu un avion,Ich habe ein Flugzeug gesehen
668,i saw nothing,i saw nothing,No vi nada,Je n'ai rien vu,Ich habe nichts gesehen
669,i saw someone,i saw someone,vi a alguien,j'ai vu quelqu'un,Ich habe jemanden gesehen
670,i see a light,i see a light,veo una luz,je vois une lumière,Ich sehe ein Licht
671,i see a queen,i see a queen,veo una reina,je vois une reine,Ich sehe eine Königin
672,i see someone,i see someone,veo a alguien,je vois quelqu'un,Ich sehe jemanden
673,i see the boy,i see the boy,veo al chico,je vois le garçon,Ich sehe den Jungen
674,i should quit,i should quit,debería dejar de fumar,je devrais arrêter,ich sollte kündigen
675,i slept a lot,i slept a lot,dormi mucho,j'ai beaucoup dormi,Ich schlief viel
676,i smell bacon,i smell bacon,huelo tocino,je sens le bacon,Ich rieche Speck
677,i smell blood,i smell blood,huelo sangre,je sens le sang,Ich rieche Blut
678,i smell smoke,i smell smoke,huelo a humo,je sens la fumée,Ich rieche Rauch
679,i stole a gun,i stole a gun,robé un arma,j'ai volé une arme,Ich habe eine Waffe gestohlen
680,i support him,i support him,apoyo a él,je le soutiens,ich unterstütze ihn
681,i surrendered,i surrendered,Me rendí,Je me suis rendu,Ich gab auf
682,i think i can,i think i can,creo que puedo,Je crois pouvoir,ich denke ich kann
683,i told you so,i told you so,te lo dije,je te l'avais dit,Ich habe es dir gesagt
684,i took a bath,i took a bath,yo tomé un baño,j'ai pris un bain,Ich habe ein Bad genommen
685,i tricked you,i tricked you,te engañé,je t'ai trompé,Ich habe dich ausgetrickst
686,i tried again,i tried again,lo intenté de nuevo,j'ai réessayé,Ich habe es noch einmal versucht
687,i trusted you,i trusted you,Confié en ti,je te faisais confiance,Ich habe dir vertraut
688,i use firefox,i use firefox,yo uso firefox,j'utilise firefox,Ich benutze Firefox
689,i volunteered,i volunteered,Me ofrecí,je me suis porté volontaire,ich habe mich freiwillig gemeldet
690,i walked here,i walked here,caminé aquí,j'ai marché ici,Ich bin hierher gelaufen
691,i want a beer,i want a beer,Quiero una cerveza,je veux une bière,ich möchte ein Bier
692,i want a book,i want a book,Quiero un libro,je veux un livre,Ich möchte ein Buch
693,i want a pony,i want a pony,quiero un pony,je veux un poney,Ich möchte ein Pony
694,i want a pool,i want a pool,quiero una piscina,je veux une piscine,Ich möchte einen Pool
695,i want it all,i want it all,Lo quiero todo,je veux tout,Ich will alles
696,i want to cry,i want to cry,quiero llorar,je veux pleurer,Ich will weinen
697,i want to die,i want to die,quiero morirme,je veux mourir,ich will sterben
698,i want to run,i want to run,quiero correr,je veux courir,Ich möchte rennen
699,i want to try,i want to try,Quiero intentarlo,je veux essayer,ich möchte es versuchen
700,i wanted this,i wanted this,quería esto,je voulais ça,ich wollte das
701,i was ashamed,i was ashamed,Yo estaba avergonzado,J'avais honte,ich habe mich geschämt
702,i was at home,i was at home,estaba en casa,j'étais à la maison,ich war zuhause
703,i was at work,i was at work,Estaba en el trabajo,j'étais au travail,Ich war arbeiten
704,i was careful,i was careful,tuve cuidado,j'étais prudent,Ich war vorsichtig
705,i was crushed,i was crushed,estaba aplastado,j'ai été écrasé,Ich war am Boden zerstört
706,i was curious,i was curious,Estaba curioso,j'étais curieux,Ich war neugierig
707,i was dancing,i was dancing,estaba bailando,je dansais,Ich habe getanzt
708,i was drugged,i was drugged,estaba drogado,j'ai été drogué,Ich wurde unter Drogen gesetzt
709,i was elected,i was elected,fui elegido,j'ai été élu,ich wurde gewählt
710,i was excited,i was excited,Yo estaba emocionado,j'étais excité,Ich war aufgeregt
711,i was furious,i was furious,estaba furioso,j'étais furieux,Ich war wütend
712,i was invited,i was invited,fui invitado,J'étais invité,ich wurde eingeladen
713,i was kidding,i was kidding,estaba bromeando,je plaisantais,ich habe gescherzt
714,i was on duty,i was on duty,estaba de servicio,j'étais de service,Ich war im Dienst
715,i was patient,i was patient,yo era paciente,j'ai été patient,ich war geduldig
716,i was pleased,i was pleased,Me complació,j'étais heureux,ich war erfreut
717,i was relaxed,i was relaxed,estaba relajado,j'étais détendu,ich war entspannt
718,i was singing,i was singing,yo estaba cantando,je chantais,ich habe gesungen
719,i was stunned,i was stunned,estaba atónito,j'ai été stupéfait,ich war geschockt
720,i was tempted,i was tempted,yo estaba tentado,j'ai été tenté,Ich war versucht
721,i was too shy,i was too shy,yo era demasiado tímido,j'étais trop timide,Ich war zu schüchtern
722,i was trapped,i was trapped,estaba atrapado,j'étais piégé,ich war gefangen
723,i was unarmed,i was unarmed,yo estaba desarmado,j'étais désarmé,ich war unbewaffnet
724,i was unlucky,i was unlucky,tuve mala suerte,je n'ai pas eu de chance,Ich hatte Pech
725,i was worried,i was worried,estaba preocupado,j'étais inquiet,ich war besorgt
726,i wasn't done,i was not done,no estaba hecho,je n'avais pas fini,Ich war noch nicht fertig
727,i wasn't home,i was not home,yo no estaba en casa,je n'étais pas à la maison,Ich war nicht zu Hause
728,i went aboard,i went aboard,fui a bordo,je suis monté à bord,Ich ging an Bord
729,i went hiking,i went hiking,fui de excursión,je suis allé faire de la randonnée,Ich ging wandern
730,i went inside,i went inside,entré,je suis allé à l'intérieur,Ich ging hinein
731,i will behave,i will behave,Me comportaré,je me comporterai,ich werde mich benehmen
732,i will return,i will return,voy a volver,je reviendrai,ich komme wieder
733,i woke you up,i woke you up,te desperte,je t'ai réveillé,Ich habe Dich aufgeweckt
734,i wore a mask,i wore a mask,llevaba una máscara,je portais un masque,Ich trug eine Maske
735,i work nights,i work nights,trabajo de noche,je travaille la nuit,ich arbeite nachts
736,i worked hard,i worked hard,he trabajado duro,J'ai travaillé dur,Ich habe hart gearbeitet
737,i write poems,i write poems,escribo poemas,j'écris des poèmes,ich schreibe gedichte
738,i write songs,i write songs,escribo canciones,j'écris des chansons,Ich schreibe Lieder
739,i'd better go,i would better go,mejor me voy,je ferais mieux d'y aller,Ich würde besser gehen
740,i'll allow it,i will allow it,lo permitiré,je vais le permettre,Ich werde es zulassen
741,i'll be brief,i will be brief,seré breve,je serai bref,Ich werde mich kurz fassen
742,i'll be going,i will be going,me iré,j'irai,Ich werde gehen
743,i'll be ready,i will be ready,estaré listo,je serai prêt,ich werde bereit sein
744,i'll be there,i will be there,estaré allí,je serai là,Ich werde da sein
745,i'll buy that,i will buy that,voy a comprar eso,je vais acheter ça,ich werde das kaufen
746,i'll buy this,i will buy this,voy a comprar esto,je vais acheter ça,Ich werde das kaufen
747,i'll call you,i will call you,Te llamaré,je vais vous appeler,ich werde dich anrufen
748,i'll check in,i will check in,me registraré,je vais m'enregistrer,Ich werde einchecken
749,i'll clean up,i will clean up,voy a limpiar,je vais nettoyer,Ich werde aufräumen
750,i'll eat here,i will eat here,comeré aquí,je vais manger ici,Ich werde hier essen
751,i'll find you,i will find you,te encontraré,je te trouverai,ich werde dich finden
752,i'll get help,i will get help,conseguiré ayuda,je vais obtenir de l'aide,ich bekomme hilfe
753,i'll get lost,i will get lost,me perderé,je vais me perdre,ich werde mich verirren
754,i'll get some,i will get some,voy a conseguir algunos,je vais en avoir,Ich werde welche bekommen
755,i'll get them,i will get them,los conseguiré,je vais les avoir,Ich werde sie bekommen
756,i'll get this,i will get this,conseguiré esto,j'obtiendrai ceci,ich werde das bekommen
757,i'll go ahead,i will go ahead,voy a seguir adelante,je vais de l'avant,Ich werde weitermachen
758,i'll go check,i will go check,iré a comprobar,je vais vérifier,Ich werde nachsehen
759,i'll go first,i will go first,iré primero,j'irai en premier,Ich werde zuerst gehen
760,i'll help you,i will help you,te ayudaré,je t'aiderai,ich werde dir helfen
761,i'll join you,i will join you,me uniré a ti,je vous rejoindrai,ich werde mit dir mitkommen
762,i'll kill him,i will kill him,lo mataré,je vais le tuer,ich werde ihn töten
763,i'll kill you,i will kill you,te mataré,Je vais vous tuer,ich werde dich töten
764,i'll miss you,i will miss you,te extrañaré,Vous allez me manquer,Ich werde dich vermissen
765,i'll prove it,i will prove it,lo probaré,je vais le prouver,Ich werde es beweisen
766,i'll save you,i will save you,te salvaré,je vais te sauver,Ich werde dich retten
767,i'll show you,i will show you,yo te mostraré,je vais te montrer,ich zeige es dir
768,i'll stop now,i will stop now,me detendré ahora,je vais arrêter maintenant,ich werde jetzt aufhören
769,i'll take him,i will take him,lo llevaré,je vais le prendre,Ich werde ihn nehmen
770,i'll take one,i will take one,tomaré uno,je vais en prendre un,Ich werde einen nehmen
771,i'll tell you,i will tell you,Te lo diré,je vais vous dire,ich werde es dir sagen
772,i'll try that,i will try that,probaré eso,je vais essayer ça,Ich werde das versuchen
773,i'll warn tom,i will warn tom,advertiré a tom,je vais avertir tom,Ich werde Tom warnen
774,i'll watch tv,i will watch tv,veré la TV,je regarderai la télévision,ich werde Fernsehen
775,i'll watch it,i will watch it,Lo veré,je vais le regarder,Ich werde es anschauen
776,i'm a dentist,i am a dentist,soy un dentista,je suis un dentiste,ich bin ein Zahnarzt
777,i'm a patient,i am a patient,soy un paciente,je suis un patient,Ich bin ein Patient
778,i'm a plumber,i am a plumber,soy plomero,je suis plombier,Ich bin Klempner
779,i'm a soldier,i am a soldier,soy un soldado,je suis un soldat,Ich bin ein Soldat
780,i'm a student,i am a student,soy un estudiante,je suis étudiant,ich bin ein Schüler
781,i'm a surgeon,i am a surgeon,soy cirujano,je suis chirurgien,Ich bin Chirurg
782,i'm a teacher,i am a teacher,Yo soy un profesor,Je suis enseignant,Ich bin ein Lehrer
783,i'm a tourist,i am a tourist,soy un turista,je suis un touriste,Ich bin ein Tourist
784,i'm a trainee,i am a trainee,soy un aprendiz,je suis stagiaire,Ich bin Auszubildende
785,i'm adaptable,i am adaptable,soy adaptable,je suis adaptable,Ich bin anpassungsfähig
786,i'm afraid so,i am afraid so,me temo que si,j'ai peur que oui,ich befürchte ja
787,i'm all alone,i am all alone,estoy completamente solo,je suis tout seul,ich bin ganz alleine
788,i'm all right,i am all right,Estoy bien,je vais bien,mir geht es gut
789,i'm all yours,i am all yours,soy todo tuyo,je suis tout à toi,ich gehöre ganz Dir
790,i'm ambitious,i am ambitious,soy ambicioso,je suis ambitieux,Ich bin ehrgeizig
791,i'm an artist,i am an artist,Yo soy un artista,Je suis un artiste,Ich bin ein Künstler
792,i'm an orphan,i am an orphan,soy un huérfano,je suis orphelin,Ich bin ein Waisenkind
793,i'm attentive,i am attentive,estoy atento,je suis attentif,ich bin aufmerksam
794,i'm available,i am available,Estoy disponible,je suis disponible,Ich bin verfügbar
795,i'm back home,i am back home,ya estoy de vuelta en casa,je suis de retour à la maison,Ich bin wieder Zuhause
796,i'm beautiful,i am beautiful,soy hermosa,Je suis beau,ich bin schön
797,i'm bilingual,i am bilingual,Soy bilingüe,je suis bilingue,Ich bin zweisprachig
798,"i'm busy, too","i am busy, too",yo también estoy ocupado,je suis occupé aussi,ich bin auch beschäftigt
799,i'm committed,i am committed,estoy comprometido,je suis engagé,Ich verpflichte mich dazu
800,i'm concerned,i am concerned,Me preocupa,je suis concerné,Ich bin besorgt
801,i'm confident,i am confident,Estoy confiado,je suis confiant,Ich bin selbstbewusst
802,i'm contented,i am contented,estoy contento,je suis content,ich bin zufrieden
803,i'm convinced,i am convinced,Estoy convencido,Je suis convaincu,ich bin überzeugt
804,i'm dedicated,i am dedicated,estoy dedicado,je suis dévoué,Ich bin engagiert
805,i'm delighted,i am delighted,estoy encantado,Je suis ravi,Es freut mich
806,i'm depressed,i am depressed,Estoy deprimido,Je suis déprimé,Ich bin deprimiert
807,i'm desperate,i am desperate,estoy desesperado,Je suis désespérée,ich bin verzweifelt
808,i'm different,i am different,soy diferente,je suis différent,ich bin anders
809,i'm disgusted,i am disgusted,Estoy disgustado,Je suis dégoûté,Ich bin angeekelt
810,i'm easygoing,i am easygoing,soy tranquilo,Je suis facile à vivre,ich bin locker
811,i'm exhausted,i am exhausted,estoy exhausto,je suis épuisé,ich bin erschöpft
812,i'm expecting,i am expecting,Estoy esperando,je m'attends à,Ich erwarte
813,i'm forgetful,i am forgetful,soy olvidadizo,je suis oublieux,Ich bin vergesslich
814,"i'm home, tom","i am home, tom","estoy en casa, tom","je suis à la maison, tom","Ich bin zu Hause, Tom"
815,i'm hung over,i am hung over,tengo resaca,j'ai la gueule de bois,ich habe einen Kater
816,i'm impatient,i am impatient,Soy impaciente,Je suis impatient,ich bin ungeduldig
817,i'm important,i am important,soy importante,je suis important,ich bin wichtig
818,i'm impressed,i am impressed,estoy impresionado,je suis impressionné,ich bin beeindruckt
819,i'm impulsive,i am impulsive,soy impulsivo,je suis impulsif,Ich bin impulsiv
820,i'm in boston,i am in boston,estoy en boston,je suis à Boston,Ich bin in Boston
821,i'm in danger,i am in danger,estoy en peligro,je suis en danger,Ich bin in Gefahr
822,i'm intrigued,i am intrigued,Estoy intrigado,je suis intrigué,Ich bin fasziniert
823,i'm just lazy,i am just lazy,solo soy perezoso,je suis juste paresseux,ich bin einfach faul
824,i'm listening,i am listening,estoy escuchando,j'écoute,ich höre zu
825,i'm miserable,i am miserable,soy miserable,je suis misérable,ich bin miserabel
826,i'm motivated,i am motivated,Estoy motivado,je suis motivé,Ich bin motiviert
827,i'm no expert,i am no expert,no soy un experto,je ne suis pas un expert,ich bin kein Experte
828,i'm not a cop,i am not a cop,no soy un policia,je ne suis pas flic,Ich bin kein Polizist
829,i'm not a fan,i am not a fan,no soy un fan,je ne suis pas fan,Ich bin kein Fan
830,i'm not a kid,i am not a kid,no soy un niño,je ne suis pas un enfant,Ich bin kein Kind
831,i'm not alone,i am not alone,no estoy solo,je ne suis pas seul,ich bin nicht alleine
832,i'm not angry,i am not angry,no estoy enojado,je ne suis pas en colère,Ich bin nicht sauer
833,i'm not armed,i am not armed,no estoy armado,je ne suis pas armé,Ich bin nicht bewaffnet
834,i'm not blind,i am not blind,yo no soy ciego,je ne suis pas aveugle,ich bin nicht blind
835,i'm not crazy,i am not crazy,no estoy loco,je ne suis pas fou,ich bin nicht verrückt
836,i'm not dying,i am not dying,no me estoy muriendo,je ne meurs pas,ich sterbe nicht
837,i'm not going,i am not going,no voy,Je n'y vais pas,ich gehe nicht
838,i'm not happy,i am not happy,no estoy feliz,Je ne suis pas heureuse,Ich bin nicht glücklich
839,i'm not lying,i am not lying,no estoy mintiendo,je ne mens pas,ich lüge nicht
840,i'm not naive,i am not naive,no soy ingenuo,je ne suis pas naïf,Ich bin nicht naiv
841,i'm not obese,i am not obese,no soy obeso,je ne suis pas obèse,Ich bin nicht fettleibig
842,i'm not ready,i am not ready,No estoy listo,je ne suis pas prêt,ich bin nicht bereit
843,i'm not short,i am not short,no soy bajo,je ne suis pas petit,ich bin nicht klein
844,i'm not tired,i am not tired,no estoy cansado,je ne suis pas fatigué,ich bin nicht müde
845,i'm not weird,i am not weird,No soy raro,je ne suis pas bizarre,Ich bin nicht seltsam
846,i'm not young,i am not young,no soy joven,je ne suis pas jeune,Ich bin nicht jung
847,i'm observant,i am observant,soy observador,je suis observateur,ich bin aufmerksam
848,i'm on a diet,i am on a diet,Estoy a dieta,Je suis au régime,Ich bin auf Diät
849,i'm on my way,i am on my way,estoy de camino,je suis en chemin,ich bin auf dem Weg
850,i'm on parole,i am on parole,estoy en libertad condicional,je suis en liberté conditionnelle,Ich bin auf Bewährung
851,i'm on strike,i am on strike,estoy en huelga,je suis en grève,Ich bin im Streik
852,i'm organized,i am organized,soy organizado,je suis organisé,Ich bin organisiert
853,i'm plastered,i am plastered,estoy enyesado,je suis plâtré,ich bin verputzt
854,i'm powerless,i am powerless,soy impotente,je suis impuissant,ich bin machtlos
855,i'm realistic,i am realistic,soy realista,je suis réaliste,Ich bin realistisch
856,i'm resentful,i am resentful,estoy resentido,je suis rancunier,Ich bin verärgert
857,i'm resilient,i am resilient,soy resistente,je suis résilient,ich bin belastbar
858,i'm satisfied,i am satisfied,Estoy satisfecho,Je suis satisfait,Ich bin zufrieden
859,i'm saying no,i am saying no,estoy diciendo que no,je dis non,Ich sage nein
860,i'm sensitive,i am sensitive,Soy sensible,Je suis sensible,Ich bin sensibel
861,i'm so hungry,i am so hungry,tengo mucha hambre,j'ai tellement faim,ich bin so hungrig
862,i'm so lonely,i am so lonely,estoy tan solo,je suis si seul,ich bin so einsam
863,i'm so stupid,i am so stupid,soy tan estúpido,je suis tellement stupide,Ich bin so dumm
864,i'm surprised,i am surprised,Estoy sorprendido,je suis surpris,ich bin überrascht
865,i'm surviving,i am surviving,estoy sobreviviendo,je survis,ich überlebe
866,i'm terrified,i am terrified,estoy aterrado,je suis terrifié,Ich habe Angst
867,i'm the coach,i am the coach,yo soy el entrenador,je suis l'entraîneur,Ich bin der Trainer
868,i'm tired now,i am tired now,estoy cansado ahora,je suis fatigué maintenant,Ich bin jetzt müde
869,i'm too drunk,i am too drunk,estoy demasiado borracho,je suis trop ivre,Ich bin zu betrunken
870,i'm uninsured,i am uninsured,no tengo seguro,je ne suis pas assuré,ich bin unversichert
871,i'm unmarried,i am unmarried,yo soy soltero,je ne suis pas marié,ich bin unverheiratet
872,i'm very busy,i am very busy,Estoy muy ocupado,je suis très occupé,Ich bin sehr beschäftigt
873,i'm very cold,i am very cold,tengo mucho frío,J'ai très froid,mir ist sehr kalt
874,i'm very fast,i am very fast,soy muy rapido,je suis très rapide,ich bin sehr schnell
875,i'm very lazy,i am very lazy,yo soy muy flojo,je suis très paresseux,Ich bin sehr faul
876,i'm very poor,i am very poor,soy muy pobre,je suis très pauvre,ich bin sehr arm
877,i'm voting no,i am voting no,estoy votando no,je vote non,Ich stimme mit Nein
878,i'm your boss,i am your boss,soy tu jefe,je suis votre patron,Ich bin dein Chef
879,i've finished,i have finished,he terminado,j'ai fini,ich bin fertig
880,i've found it,i have found it,lo he encontrado,je l'ai trouvé,ich habe es gefunden
881,i've got eyes,i have got eyes,tengo ojos,j'ai des yeux,Ich habe Augen
882,i've got time,i have got time,tengo tiempo,j'ai le temps,Ich habe Zeit
883,is tom around,is tom around,está dando vueltas,est en train de tourner,ist tom herum
884,is he at home,is he at home,Está él en casa,est-il à la maison,Ist er zu Hause
885,is he correct,is he correct,¿Está en lo cierto?,a-t-il raison,ist er richtig
886,is he looking,is he looking,¿Está mirando?,est-ce qu'il regarde,sucht er
887,is it damaged,is it damaged,¿Está dañado?,est-il endommagé,ist es beschädigt
888,is it genuine,is it genuine,es genuino,est-ce authentique,ist es echt
889,is it helping,is it helping,¿está ayudando?,est-ce que ça aide,hilft es
890,is it my turn,is it my turn,es mi turno,Est-ce mon tour,bin ich dran
891,is it painful,is it painful,es doloroso,c'est douloureux,ist es schmerzhaft
892,is it raining,is it raining,esta lloviendo,il pleut,regnet es
893,is it serious,is it serious,es serio,est ce sérieux,ist es ernst
894,is it snowing,is it snowing,Está nevando,il neige,es schneit
895,is it too big,is it too big,¿Es demasiado grande?,est-ce trop grand,ist es zu groß
896,is that a bat,is that a bat,eso es un murcielago,est-ce une chauve-souris,ist das eine Fledermaus
897,is that a cat,is that a cat,eso es un gato,est-ce un chat,ist das eine katze
898,is that a fox,is that a fox,eso es un zorro,est-ce un renard,ist das ein fuchs
899,is that a wig,is that a wig,eso es una peluca,est-ce une perruque,ist das eine perücke
900,is that right,is that right,está bien,Est-ce correct,ist das richtig
901,is that weird,is that weird,Eso es raro,est-ce bizarre,Ist das komisch
902,is that yours,is that yours,Eso es tuyo,est-ce à toi,ist das deins
903,is there more,is there more,Hay más,y a t-il plus,ist da mehr
904,is this a gag,is this a gag,¿Es esto una broma?,est-ce un bâillon,ist das ein Gag
905,is this legal,is this legal,es esto legal,est-ce légal,ist das legal
906,is this yours,is this yours,esto es tuyo,est-ce-que cela est a toi,ist das deins
907,isn't it nice,is not it nice,¿no es agradable?,n'est-ce pas agréable,ist es nicht schön
908,isn't it true,is not it true,no es cierto,n'est ce pas vrai,ist es nicht wahr
909,it came apart,it came apart,se vino abajo,il s'est séparé,es kam auseinander
910,it can't wait,it cannot wait,no puede esperar,ça ne peut pas attendre,es kann nicht warten
911,it feels good,it feels good,se siente bien,ça fait du bien,es fühlt sich gut an
912,it gets worse,it gets worse,Se pone peor,ça s'empire,es wird schlimmer
913,it had snowed,it had snowed,había nevado,il avait neigé,es hatte geschneit
914,it has a flaw,it has a flaw,tiene un defecto,il a un défaut,es hat einen fehler
915,it has a leak,it has a leak,tiene una fuga,il a une fuite,es hat ein Leck
916,it hurts here,it hurts here,Me duele aquí,C'est douloureux ici,Es tut hier weh
917,it is a curse,it is a curse,es una maldición,c'est une malédiction,es ist ein Fluch
918,it is no joke,it is no joke,no es broma,ce n'est pas une blague,es ist kein Witz
919,it is snowing,it is snowing,Está nevando,il neige,es schneit
920,it is too hot,it is too hot,está demasiado caliente,c'est trop chaud,es ist zu heiß
921,it looks fine,it looks fine,Se ve bien,ça semble bien,es sieht gut aus
922,it looks good,it looks good,Se ve bien,ça à l'air bon,es sieht gut aus
923,it looks nice,it looks nice,se ve bien,ça à l'air bien,Es sieht gut aus
924,it made sense,it made sense,Tiene sentido,ça avait du sens,es machte Sinn
925,it sickens me,it sickens me,me enferma,ça me rend malade,es macht mich krank
926,it smells bad,it smells bad,Huele mal,ça sent mauvais,es riecht schlecht
927,it takes time,it takes time,Toma tiempo,ça prend du temps,es braucht Zeit
928,it was a bomb,it was a bomb,fue una bomba,c'était une bombe,es war eine Bombe
929,it was a gift,it was a gift,fue un regalo,C'était un cadeau,es war ein Geschenk
930,it was a hoax,it was a hoax,fue un engaño,c'était un leurre,es war ein Scherz
931,it was a joke,it was a joke,que era una broma,C'était une blague,es war ein Scherz
932,it was a mess,it was a mess,fue un desastre,C'était le bordel,es war eine Katastrophe
933,it was a test,it was a test,fue una prueba,c'était un essai,es war eine Prüfung
934,it was boring,it was boring,fue aburrido,c'était ennuyeux,es war langweilig
935,it was broken,it was broken,estaba roto,c'était cassé,es war kaputt
936,it was locked,it was locked,Estaba bloqueado,il était verrouillé,es war verschlossen
937,it was simple,it was simple,fue sencillo,c'était simple,es war einfach
938,it was stupid,it was stupid,Fue estúpido,c'était stupide,es war dumm
939,it was superb,it was superb,fue excelente,c'était superbe,Es war großartig
940,it wasn't him,it was not him,no fue el,ce n'était pas lui,er war es nicht
941,it went viral,it went viral,se volvió viral,c'est devenu viral,es ging viral
942,it won't hurt,it will not hurt,no Dolera,Ça ne fera pas mal,Es wird nicht weh tun
943,it won't work,it will not work,no funcionará,ça ne marchera pas,es wird nicht funktionieren
944,it works fine,it works fine,funciona bien,ça fonctionne bien,es funktioniert gut
945,it works well,it works well,funciona bien,Ça marche bien,Es funktioniert gut
946,it'll be easy,it will be easy,Será fácil,ça sera facile,es wird einfach sein
947,it'll go away,it will go away,se irá,ça va s'en aller,es wird verschwinden
948,it's saturday,it is saturday,es sábado,C'est samedi,es ist Samstag
